Ticket,Magic,Symbol,TF,ATR_entry,MAE,MFE,MAE_ATR,MFE_ATR,E_Ratio_trade
214639448,220428175,GBPJPY,240,0.491286,1.870000,0.166000,3.806339,0.337889,0.088770
214641344,113016160,EURUSD,30,0.001288,0.004540,0.007250,3.525236,5.629506,1.596916
214648483,220154117,GBPJPY,60,0.320214,1.051000,0.228000,3.282177,0.712023,0.216936
214655001,22043162,GBPJPY,240,0.491286,1.901000,0.100000,3.869439,0.203548,0.052604
214657450,220177157,GBPJPY,60,0.320214,1.927000,0.074000,6.017845,0.231095,0.038402
214657485,22011619,GBPJPY,60,0.249500,1.257000,0.376000,5.038076,1.507014,0.299125
214658395,171531158,USDJPY,15,0.062143,0.366000,1.910000,5.889655,30.735632,5.218579
214659128,800413945,GER40,240,101.057143,25.800000,309.900000,0.255301,3.066582,12.011628
214659961,22011095,GBPJPY,60,0.236857,0.082000,0.090000,0.346200,0.379976,1.097561
214663808,910110141,XAUUSD,60,10.572857,32.090000,2.620000,3.035130,0.247804,0.081645
214666583,913038112,XAUUSD,30,9.055714,13.780000,8.580000,1.521691,0.947468,0.622642
214669517,11151429,EURUSD,15,0.001979,0.007150,0.004000,3.613718,2.021661,0.559441
214671044,11151224,EURUSD,15,0.002224,0.008860,0.002270,3.983301,1.020552,0.256208
214671411,209173158,EURJPY,60,0.225643,0.652000,0.618000,2.889522,2.738841,0.947853
214672168,111518105,EURUSD,15,0.001979,0.005070,0.006080,2.562455,3.072924,1.199211
214673451,111535115,EURUSD,15,0.001979,0.007010,0.004140,3.542960,2.092419,0.590585
214674171,11012014,EURUSD,60,0.002427,0.007950,0.003200,3.275456,1.318423,0.402516
214674183,22011049,GBPJPY,60,0.320214,1.182000,0.173000,3.691278,0.540263,0.146362
214676935,11151470,EURUSD,15,0.002224,0.009540,0.001590,4.289017,0.714836,0.166667
214677995,110126113,EURUSD,60,0.002427,0.004280,0.006870,1.763390,2.830489,1.605140
214678010,110167100,EURUSD,60,0.002427,0.003680,0.008640,1.516186,3.559741,2.347826
214678036,113034119,EURUSD,30,0.002104,0.006360,0.004790,3.022403,2.276307,0.753145
214678078,110168186,EURUSD,60,0.002427,0.004200,0.007150,1.730430,2.945851,1.702381
214682772,111511114,EURUSD,15,0.002224,0.009820,0.001310,4.414900,0.588953,0.133401
214682773,111513100,EURUSD,15,0.001979,0.005820,0.005330,2.941516,2.693863,0.915808
214682774,113031321,EURUSD,30,0.002854,0.010290,0.000840,3.605105,0.294294,0.081633
214686497,11153467,EURUSD,15,0.002756,0.006650,0.000740,2.413167,0.268533,0.111278
214690936,910143114,XAUUSD,60,8.175000,24.470000,9.810000,2.993272,1.200000,0.400899
214690974,171531158,USDJPY,15,0.397071,0.432000,0.460000,1.087965,1.158482,1.064815
214691051,120100069,GBPUSD,60,0.001354,0.005410,0.000460,3.996834,0.339842,0.085028
214694477,220149150,GBPJPY,60,0.208214,0.387000,0.125000,1.858662,0.600343,0.322997
214699287,910424666,XAUUSD,240,13.966429,0.660000,26.320000,0.047256,1.884519,39.878788
214699806,913038112,XAUUSD,30,6.780000,13.590000,9.640000,2.004425,1.421829,0.709345
214701101,91303683,XAUUSD,30,4.452857,0.190000,8.400000,0.042669,1.886429,44.210526
214704104,911547133,XAUUSD,15,4.185714,9.840000,16.290000,2.350853,3.891809,1.655488
214706010,22045560,GBPJPY,240,0.519429,0.210000,0.302000,0.404290,0.581408,1.438095
214711737,220112052,GBPJPY,60,0.270143,0.084000,0.914000,0.310947,3.383395,10.880952
214711739,220111819,GBPJPY,60,0.223714,0.193000,0.136000,0.862708,0.607918,0.704663
214713368,800422054,GER40,240,103.857143,288.100000,219.000000,2.774003,2.108666,0.760153
214721314,91041141,XAUUSD,240,18.732143,30.220000,0.910000,1.613270,0.048580,0.030113
214725304,22011619,GBPJPY,60,0.243357,0.254000,0.616000,1.043733,2.531259,2.425197
214731383,910110141,XAUUSD,60,5.752143,7.370000,6.030000,1.281262,1.048305,0.818182
214732434,22042132,GBPJPY,240,0.519429,0.183000,0.329000,0.352310,0.633388,1.797814
214736228,910143114,XAUUSD,60,5.752143,4.600000,8.800000,0.799702,1.529865,1.913043
214736250,17011586,USDJPY,60,0.174286,1.036000,0.073000,5.944262,0.418852,0.070463
214746893,120100069,GBPUSD,60,0.001692,0.003600,0.006170,2.127480,3.646264,1.713889
214765666,17017650,USDJPY,60,0.241214,0.484000,1.094000,2.006515,4.535386,2.260331
214767219,111572150,EURUSD,15,0.001151,0.002640,0.003650,2.294227,3.171943,1.382576
214767310,113097061,EURUSD,30,0.001209,0.003010,0.007980,2.489073,6.598937,2.651163
214767324,111558157,EURUSD,15,0.000764,0.000800,0.010580,1.046729,13.842991,13.225000
214767455,120143281,GBPUSD,60,0.001186,0.002380,0.014870,2.006020,12.533414,6.247899
214768126,173013121,USDJPY,30,0.188143,0.532000,0.297000,2.827639,1.578588,0.558271
214768191,111515104,EURUSD,15,0.000764,0.000810,0.010570,1.059813,13.829907,13.049383
214768421,910142147,XAUUSD,60,6.985714,2.670000,30.670000,0.382209,4.390389,11.486891
214768422,910436106,XAUUSD,240,13.930000,11.460000,15.130000,0.822685,1.086145,1.320244
214768824,913065143,XAUUSD,30,4.713571,14.330000,30.070000,3.040158,6.379451,2.098395
214771033,200176156,EURJPY,60,0.257714,0.789000,0.872000,3.061530,3.383592,1.105196
214772056,220159174,GBPJPY,60,0.299500,0.734000,0.922000,2.450751,3.078464,1.256131
214772337,223022483,GBPJPY,30,0.229500,1.088000,0.518000,4.740741,2.257081,0.476103
214777573,220112186,GBPJPY,60,0.263857,0.680000,0.976000,2.577152,3.698971,1.435294
214778551,913073101,XAUUSD,30,4.452857,1.000000,23.380000,0.224575,5.250561,23.380000
214781112,91041141,XAUUSD,240,13.966429,0.860000,17.210000,0.061576,1.232241,20.011628
214783381,120122468,GBPUSD,60,0.001621,0.002360,0.008840,1.455507,5.451982,3.745763
214785378,913038112,XAUUSD,30,5.805000,13.800000,2.510000,2.377261,0.432386,0.181884
214786871,91041141,XAUUSD,240,12.157857,6.150000,16.940000,0.505846,1.393338,2.754472
214794718,22011619,GBPJPY,60,0.269357,0.731000,1.131000,2.713869,4.198886,1.547196
214798983,22012413,GBPJPY,60,0.326571,1.291000,0.216000,3.953193,0.661417,0.167312
214799984,113014167,EURUSD,30,0.001271,0.001010,0.003620,0.794829,2.848791,3.584158
214803379,221575192,GBPJPY,15,0.156071,0.976000,0.595000,6.253547,3.812357,0.609631
214805547,120156886,GBPUSD,60,0.001189,0.006830,0.010420,5.742943,8.761562,1.525622
214805934,221513194,GBPJPY,15,0.156071,0.879000,0.777000,5.632037,4.978490,0.883959
214806556,221585147,GBPJPY,15,0.145429,0.150000,0.983000,1.031434,6.759332,6.553333
214808141,800413945,GER40,240,99.114286,330.200000,76.200000,3.331508,0.768809,0.230769
214809076,17011586,USDJPY,60,0.174500,0.074000,1.836000,0.424069,10.521490,24.810811
214809140,17019963,USDJPY,60,0.231714,0.000000,0.790000,,,
214809144,220111876,GBPJPY,60,0.299500,0.964000,0.566000,3.218698,1.889816,0.587137
214809145,220156108,GBPJPY,60,0.263857,0.661000,0.995000,2.505143,3.770980,1.505295
214809150,203031880,EURJPY,30,0.200143,1.705000,0.539000,8.518915,2.693076,0.316129
214810594,223011130,GBPJPY,30,0.229500,0.095000,0.886000,0.413943,3.860566,9.326316
214810782,11151710,EURUSD,15,0.001311,0.003940,0.003840,3.004357,2.928105,0.974619
214810785,221518164,GBPJPY,15,0.139786,0.133000,0.912000,0.951456,6.524272,6.857143
214811364,220149150,GBPJPY,60,0.299500,0.684000,0.823000,2.283806,2.747913,1.203216
214812999,800422153,GER40,240,106.678571,14.900000,136.200000,0.139672,1.276733,9.140940
214813041,913016114,XAUUSD,30,4.232857,5.080000,14.190000,1.200135,3.352346,2.793307
214813049,223022108,GBPJPY,30,0.229500,0.798000,0.709000,3.477124,3.089325,0.888471
214813131,220198149,GBPJPY,60,0.326571,1.141000,0.366000,3.493876,1.120735,0.320771
214814345,910122169,XAUUSD,60,6.694286,5.110000,33.980000,0.763338,5.075971,6.649706
214814370,220175167,GBPJPY,60,0.322143,1.601000,0.055000,4.969845,0.170732,0.034354
214815741,220154117,GBPJPY,60,0.263857,0.580000,1.076000,2.198159,4.077964,1.855172
214815753,220141135,GBPJPY,60,0.299500,0.926000,0.730000,3.091820,2.437396,0.788337
214815762,220167120,GBPJPY,60,0.326571,1.281000,0.375000,3.922572,1.148294,0.292740
214816394,223023153,GBPJPY,30,0.190500,0.117000,1.016000,0.614173,5.333333,8.683761
214817361,220118191,GBPJPY,60,0.299500,0.801000,0.855000,2.674457,2.854758,1.067416
214819107,111518105,EURUSD,15,0.001170,0.002140,0.005640,1.829060,4.820513,2.635514
214819828,110168186,EURUSD,60,0.001573,0.001530,0.002250,0.972752,1.430518,1.470588
214819831,220132119,GBPJPY,60,0.326571,1.097000,0.410000,3.359143,1.255468,0.373747
214819854,113034119,EURUSD,30,0.001464,0.004700,0.003080,3.211323,2.104441,0.655319
214819883,22011095,GBPJPY,60,0.320143,0.482000,0.000000,1.505578,0.000000,0.000000
214824236,910142147,XAUUSD,60,8.125000,38.630000,11.770000,4.754462,1.448615,0.304685
214828389,11151470,EURUSD,15,0.001311,0.004310,0.002490,3.286492,1.898693,0.577726
214829551,111511114,EURUSD,15,0.001311,0.005090,0.003500,3.881264,2.668845,0.687623
214832929,11153467,EURUSD,15,0.001080,0.002180,0.000680,2.018519,0.629630,0.311927
214834018,800422054,GER40,240,106.678571,14.900000,136.200000,0.139672,1.276733,9.140940
214837571,220131160,GBPJPY,60,0.320143,0.897000,0.442000,2.801874,1.380634,0.492754
214840205,20301733,EURJPY,30,0.189786,0.831000,0.148000,4.378623,0.779827,0.178099
214845344,200448115,EURJPY,240,0.638786,0.370000,0.764000,0.579224,1.196019,2.064865
214845365,220418158,GBPJPY,240,0.628214,0.654000,0.556000,1.041046,0.885048,0.850153
214850458,220111819,GBPJPY,60,0.436571,1.088000,0.779000,2.492147,1.784359,0.715993
214854634,20301733,EURJPY,30,0.223929,0.584000,0.268000,2.607974,1.196810,0.458904
214869993,91303683,XAUUSD,30,8.365714,0.380000,8.020000,0.045423,0.958675,21.105263
214875665,209173158,EURJPY,60,0.274071,0.756000,0.597000,2.758405,2.178264,0.789683
214876695,220112052,GBPJPY,60,0.301929,0.278000,0.806000,0.920748,2.669506,2.899281
214877361,20153090,EURJPY,15,0.108000,0.325000,0.158000,3.009259,1.462963,0.486154
214878087,800422054,GER40,240,149.400000,62.100000,213.900000,0.415663,1.431727,3.444444
214878089,80011095,GER40,60,49.114286,45.200000,278.800000,0.920303,5.676556,6.168142
214879255,20301733,EURJPY,30,0.167429,0.609000,0.123000,3.637372,0.734642,0.201970
214889480,91041141,XAUUSD,240,17.506429,2.180000,18.410000,0.124526,1.051614,8.444954
214901172,20301733,EURJPY,30,0.169857,0.168000,1.000000,0.989066,5.887300,5.952381
214909351,22011619,GBPJPY,60,0.275071,0.870000,1.379000,3.162815,5.013243,1.585057
214916921,20153210,EURJPY,15,0.055714,0.247000,0.448000,4.433333,8.041026,1.813765
214918051,20153090,EURJPY,15,0.096786,0.149000,0.884000,1.539483,9.133579,5.932886
214919568,201514104,EURJPY,15,0.083929,0.873000,0.261000,10.401702,3.109787,0.298969
214920092,223019174,GBPJPY,30,0.186071,0.759000,0.193000,4.079079,1.037236,0.254282
214921177,11011147,EURUSD,60,0.001669,0.001370,0.009880,0.820710,5.918699,7.211679
214930363,221585147,GBPJPY,15,0.196071,0.859000,0.015000,4.381056,0.076503,0.017462
214930656,800422153,GER40,240,136.878571,48.300000,322.700000,0.352868,2.357564,6.681159
214932757,223030112,GBPJPY,30,0.201000,0.175000,0.177000,0.870647,0.880597,1.011429
214936470,800422054,GER40,240,136.878571,48.300000,322.700000,0.352868,2.357564,6.681159
214947448,120118612,GBPUSD,60,0.001578,0.001450,0.007540,0.918968,4.778633,5.200000
214951615,110112110,EURUSD,60,0.001364,0.000720,0.018190,0.528025,13.339969,25.263889
214951648,120122468,GBPUSD,60,0.002686,0.001850,0.007660,0.688830,2.852128,4.140541
214951661,22045560,GBPJPY,240,0.488000,1.509000,1.023000,3.092213,2.096311,0.677932
214951666,220159174,GBPJPY,60,0.213929,3.453000,0.732000,16.140902,3.421703,0.211990
214951668,22042161,GBPJPY,240,0.462071,1.218000,2.967000,2.635956,6.421085,2.435961
214951676,11012014,EURUSD,60,0.001669,0.001150,0.015220,0.688917,9.117672,13.234783
214951694,111558157,EURUSD,15,0.001098,0.000150,0.022400,0.136630,20.403383,149.333333
214951735,111572150,EURUSD,15,0.001011,0.003510,0.001570,3.470339,1.552260,0.447293
214951751,220167120,GBPJPY,60,0.227286,3.704000,0.481000,16.296669,2.116279,0.129860
214951768,220112186,GBPJPY,60,0.208286,3.396000,0.789000,16.304527,3.788066,0.232332
214951769,220421159,GBPJPY,240,0.488000,1.511000,2.263000,3.096311,4.637295,1.497684
214951777,111524138,EURUSD,15,0.001048,0.001510,0.015630,1.441036,14.916155,10.350993
214952131,203031880,EURJPY,30,0.192714,0.024000,3.112000,0.124537,16.148258,129.666667
214952217,910436106,XAUUSD,240,20.530000,1.570000,18.220000,0.076473,0.887482,11.605096
214952219,910142147,XAUUSD,60,10.661429,42.710000,8.190000,4.006030,0.768190,0.191758
214952225,910436106,XAUUSD,240,15.558571,12.030000,28.900000,0.773207,1.857497,2.402328
214954023,201514104,EURJPY,15,0.117500,0.015000,3.594000,0.127660,30.587234,239.600000
214954436,120156886,GBPUSD,60,0.001593,0.001390,0.029730,0.872646,18.664574,21.388489
214954448,223012186,GBPJPY,30,0.149929,0.355000,1.143000,2.367794,7.623630,3.219718
214955977,220177157,GBPJPY,60,0.232571,2.198000,0.356000,9.450860,1.530713,0.161965
214955989,220418158,GBPJPY,240,0.481500,3.453000,0.732000,7.171340,1.520249,0.211990
214957521,223011130,GBPJPY,30,0.163714,0.572000,0.926000,3.493892,5.656195,1.618881
214958645,910142103,XAUUSD,60,8.707857,10.920000,8.450000,1.254040,0.970388,0.773810
214958822,223023153,GBPJPY,30,0.281714,1.939000,0.204000,6.882860,0.724138,0.105209
214958823,223022483,GBPJPY,30,0.182500,1.097000,0.387000,6.010959,2.120548,0.352780
214959274,913065166,XAUUSD,30,7.702143,2.120000,26.260000,0.275248,3.409441,12.386792
214960002,220149150,GBPJPY,60,0.206929,1.169000,1.027000,5.649292,4.963065,0.878529
214960509,11151470,EURUSD,15,0.001088,0.000200,0.002180,0.183848,2.003940,10.900000
214960670,220198149,GBPJPY,60,0.198429,0.925000,1.224000,4.661627,6.168467,1.323243
214961088,221575192,GBPJPY,15,0.116000,1.014000,0.768000,8.741379,6.620690,0.757396
214961091,11151429,EURUSD,15,0.001339,0.000270,0.005020,0.201708,3.750267,18.592593
214961681,913016114,XAUUSD,30,6.318571,1.320000,7.680000,0.208908,1.215465,5.818182
214961933,221518164,GBPJPY,15,0.143143,1.119000,1.030000,7.817365,7.195609,0.920465
214962436,220175167,GBPJPY,60,0.236929,1.586000,0.354000,6.694001,1.494121,0.223203
214963339,113097061,EURUSD,30,0.001521,0.001130,0.007260,0.742723,4.771831,6.424779
214963340,111515104,EURUSD,15,0.000941,0.000410,0.029920,0.435508,31.781487,72.975610
214964767,220156108,GBPJPY,60,0.199643,1.441000,2.744000,7.217889,13.744544,1.904233
214964768,220154117,GBPJPY,60,0.199643,0.949000,1.139000,4.753488,5.705188,1.200211
214964769,220141135,GBPJPY,60,0.204357,0.694000,0.804000,3.396015,3.934289,1.158501
214964823,220167120,GBPJPY,60,0.199643,0.336000,1.162000,1.683005,5.820394,3.458333
214966595,220428175,GBPJPY,240,0.462071,0.272000,1.284000,0.588654,2.778791,4.720588
214966608,800413945,GER40,240,130.535714,389.200000,119.900000,2.981560,0.918523,0.308068
214967381,223038149,GBPJPY,30,0.184286,0.939000,1.433000,5.095349,7.775969,1.526092
214967386,223019174,GBPJPY,30,0.174929,0.778000,1.371000,4.447530,7.837485,1.762211
214968063,220132119,GBPJPY,60,0.206929,0.817000,1.058000,3.948222,5.112875,1.294982
214970299,200176156,EURJPY,60,0.239929,0.078000,1.974000,0.325097,8.227449,25.307692
214970351,209173158,EURJPY,60,0.232071,0.199000,1.839000,0.857495,7.924284,9.241206
214978650,80011095,GER40,60,46.692857,99.800000,35.600000,2.137372,0.762429,0.356713
214981137,113014167,EURUSD,30,0.001389,0.003070,0.001440,2.210905,1.037037,0.469055
214983452,173013121,USDJPY,30,0.233929,0.498000,0.139000,2.128855,0.594198,0.279116
214990486,223071158,GBPJPY,30,0.268000,1.669000,0.516000,6.227612,1.925373,0.309167
214991748,223030112,GBPJPY,30,0.268000,0.798000,0.424000,2.977612,1.582090,0.531328
214993603,220428175,GBPJPY,240,0.573000,0.857000,0.298000,1.495637,0.520070,0.347725
214993605,220421159,GBPJPY,240,0.573000,1.750000,0.296000,3.054101,0.516579,0.169143
214993738,223012186,GBPJPY,30,0.268000,0.969000,0.312000,3.615672,1.164179,0.321981
214994660,221518164,GBPJPY,15,0.209214,0.992000,0.289000,4.741550,1.381359,0.291331
214994777,220198149,GBPJPY,60,0.405500,0.903000,0.112000,2.226880,0.276202,0.124031
215003704,200113126,EURJPY,60,0.209429,0.548000,0.093000,2.616644,0.444065,0.169708
215003763,220111876,GBPJPY,60,0.406929,1.212000,0.834000,2.978410,2.049500,0.688119
215003904,11151429,EURUSD,15,0.001011,0.004640,0.000960,4.587571,0.949153,0.206897
215007502,17018110,USDJPY,60,0.195571,0.348000,0.104000,1.779401,0.531775,0.298851
215010746,20301733,EURJPY,30,0.194500,0.597000,0.098000,3.069409,0.503856,0.164154
215016933,910424666,XAUUSD,240,15.541429,1.210000,0.120000,0.077856,0.007721,0.099174
215018629,111572150,EURUSD,15,0.001021,0.002160,0.008070,2.114685,7.900699,3.736111
215018916,911547133,XAUUSD,15,5.116429,9.930000,40.970000,1.940807,8.007539,4.125881
215021484,913016114,XAUUSD,30,6.765000,4.840000,14.950000,0.715447,2.209904,3.088843
215024691,200113126,EURJPY,60,0.281286,0.200000,0.634000,0.711021,2.253936,3.170000
215027432,910142103,XAUUSD,60,8.279286,6.120000,34.130000,0.739194,4.122336,5.576797
215027436,910122169,XAUUSD,60,8.558571,15.920000,28.680000,1.860124,3.351027,1.801508
215037263,20301733,EURJPY,30,0.185714,0.582000,1.692000,3.133846,9.110769,2.907216
215042718,913073101,XAUUSD,30,6.765000,8.360000,11.430000,1.235772,1.689579,1.367225
215048853,910424666,XAUUSD,240,14.560714,1.040000,3.390000,0.071425,0.232818,3.259615
215049403,910143114,XAUUSD,60,8.279286,4.600000,35.480000,0.555603,4.285394,7.713043
215050592,223022108,GBPJPY,30,0.171286,0.697000,0.438000,4.069224,2.557131,0.628407
215051567,17011586,USDJPY,60,0.266357,0.261000,2.166000,0.979887,8.131939,8.298851
215051649,91303683,XAUUSD,30,6.765000,7.860000,9.940000,1.161863,1.469327,1.264631
215051676,12011595,GBPUSD,60,0.001997,0.003380,0.005320,1.692418,2.663805,1.573964
215051678,17019963,USDJPY,60,0.266357,0.333000,0.679000,1.250201,2.549209,2.039039
215051697,17017650,USDJPY,60,0.266357,0.294000,0.718000,1.103781,2.695629,2.442177
215054138,111524138,EURUSD,15,0.001835,0.001320,0.007370,0.719346,4.016349,5.583333
215056001,121554582,GBPUSD,15,0.000629,0.003140,0.021300,4.995455,33.886364,6.783439
215066027,913038112,XAUUSD,30,8.316429,13.070000,1.820000,1.571588,0.218844,0.139250
215069673,11151224,EURUSD,15,0.001161,0.002920,0.005400,2.514145,4.649446,1.849315
215070916,17011049,USDJPY,60,0.266357,0.286000,2.110000,1.073746,7.921695,7.377622
215070921,120100069,GBPUSD,60,0.001746,0.000600,0.003810,0.343558,2.181595,6.350000
215072010,11151429,EURUSD,15,0.001161,0.002320,0.006950,1.997540,5.984010,2.995690
215074463,223022108,GBPJPY,30,0.268000,0.717000,0.438000,2.675373,1.634328,0.610879
215076032,913026119,XAUUSD,30,6.765000,5.120000,35.130000,0.756837,5.192905,6.861328
215076096,17018110,USDJPY,60,0.266357,0.287000,0.725000,1.077501,2.721909,2.526132
215076139,223071158,GBPJPY,30,0.171286,1.661000,0.488000,9.697248,2.849041,0.293799
215082279,22043162,GBPJPY,240,0.478857,1.307000,0.475000,2.729415,0.991945,0.363428
215082371,11153467,EURUSD,15,0.001357,0.003090,0.005890,2.276842,4.340000,1.906149
215082380,910110141,XAUUSD,60,8.279286,6.340000,26.790000,0.765767,3.235786,4.225552
215088134,221513194,GBPJPY,15,0.131714,1.333000,0.584000,10.120390,4.433839,0.438110
215090884,221585147,GBPJPY,15,0.131714,1.335000,0.540000,10.135575,4.099783,0.404494
215096111,910136160,XAUUSD,60,10.432857,3.770000,21.150000,0.361358,2.027249,5.610080
215096767,223023153,GBPJPY,30,0.182500,1.889000,0.407000,10.350685,2.230137,0.215458
215097504,22012413,GBPJPY,60,0.236929,0.869000,0.442000,3.667772,1.865541,0.508631
215099628,913073101,XAUUSD,30,8.713571,5.180000,12.120000,0.594475,1.390934,2.339768
215105822,220118191,GBPJPY,60,0.236929,0.994000,0.317000,4.195357,1.337956,0.318913
215108883,22012413,GBPJPY,60,0.406929,1.012000,0.357000,2.486923,0.877304,0.352767
215109820,20153210,EURJPY,15,0.129143,0.229000,0.791000,1.773230,6.125000,3.454148
215110380,910424666,XAUUSD,240,20.530000,3.990000,35.070000,0.194350,1.708232,8.789474
215110381,91041141,XAUUSD,240,16.083571,28.200000,1.190000,1.753342,0.073989,0.042199
215113847,22042132,GBPJPY,240,0.478857,1.297000,0.485000,2.708532,1.012828,0.373940
215121316,111572150,EURUSD,15,0.001835,0.000000,0.015630,,,
215129120,91303683,XAUUSD,30,7.722857,9.250000,3.960000,1.197743,0.512764,0.428108
215130083,223030112,GBPJPY,30,0.289000,0.336000,1.707000,1.162630,5.906574,5.080357
215131989,220111876,GBPJPY,60,0.367857,0.201000,1.842000,0.546408,5.007379,9.164179
215132891,223012186,GBPJPY,30,0.289000,0.100000,1.943000,0.346021,6.723183,19.430000
215136881,223022483,GBPJPY,30,0.388786,0.319000,0.010000,0.820503,0.025721,0.031348
215136884,22011865,GBPJPY,60,0.406929,0.951000,0.441000,2.337019,1.083728,0.463722
215136887,22018200,GBPJPY,60,0.367857,0.251000,1.484000,0.682330,4.034175,5.912351
215139717,220428175,GBPJPY,240,0.725429,0.066000,1.638000,0.090981,2.257976,24.818182
215144146,220112052,GBPJPY,60,0.262500,0.933000,0.000000,3.554286,0.000000,0.000000
215146695,221575192,GBPJPY,15,0.285000,0.085000,1.344000,0.298246,4.715789,15.811765
215148756,220154117,GBPJPY,60,0.367857,0.378000,1.665000,1.027573,4.526214,4.404762
215148770,220141135,GBPJPY,60,0.421071,0.033000,0.494000,0.078372,1.173198,14.969697
215148792,220175167,GBPJPY,60,0.367857,0.051000,1.429000,0.138641,3.884660,28.019608
215155058,22043162,GBPJPY,240,0.725429,0.103000,1.601000,0.141985,2.206971,15.543689
215155069,220132119,GBPJPY,60,0.367857,0.158000,1.271000,0.429515,3.455146,8.044304
215158825,11012014,EURUSD,60,0.002626,0.003160,0.003550,1.203482,1.352013,1.123418
215161502,220163569,GBPJPY,60,0.367857,0.231000,1.812000,0.627961,4.925825,7.844156
215166283,11151710,EURUSD,15,0.002009,0.000500,0.005160,0.248933,2.568990,10.320000
215170837,11042362,EURUSD,240,0.005060,0.006930,0.014450,1.369565,2.855731,2.085137
215170847,11011147,EURUSD,60,0.002626,0.000770,0.008820,0.293254,3.359086,11.454545
215172070,910110141,XAUUSD,60,10.432857,1.990000,22.930000,0.190744,2.197864,11.522613
215177614,11151224,EURUSD,15,0.001835,0.000300,0.006020,0.163488,3.280654,20.066667
215179704,110168186,EURUSD,60,0.002626,0.000170,0.010740,0.064744,4.090316,63.176471
215179786,850443362,NAS100,240,163.350000,44.800000,52.900000,0.274258,0.323845,1.180804
215182152,11151429,EURUSD,15,0.001835,0.001950,0.007270,1.062670,3.961853,3.728205
215186398,11019380,EURUSD,60,0.002626,0.000000,0.010950,,,
215186417,209173158,EURJPY,60,0.258214,0.314000,0.685000,1.216044,2.652835,2.181529
215188205,111535115,EURUSD,15,0.001835,0.000450,0.008900,0.245232,4.850136,19.777778
215190322,111513100,EURUSD,15,0.001835,0.000000,0.010620,,,
215190330,111511114,EURUSD,15,0.001835,0.000020,0.010890,0.010899,5.934605,544.500000
215195736,11153467,EURUSD,15,0.002631,0.003840,0.002810,1.459283,1.067861,0.731771
215198249,910142147,XAUUSD,60,11.070000,7.190000,9.190000,0.649503,0.830172,1.278164
215198284,17011049,USDJPY,60,0.404357,0.404000,1.202000,0.999117,2.972620,2.975248
215204447,120118644,GBPUSD,60,0.001734,0.001080,0.004270,0.622991,2.463123,3.953704
215233567,111572150,EURUSD,15,0.000755,0.000980,0.004470,1.298013,5.920530,4.561224
215240575,201514104,EURJPY,15,0.143500,0.987000,1.538000,6.878049,10.717770,1.558257
215242455,220418158,GBPJPY,240,0.556643,0.089000,0.467000,0.159887,0.838958,5.247191
215249242,223071158,GBPJPY,30,0.249643,1.890000,0.268000,7.570815,1.073534,0.141799
215249271,209173158,EURJPY,60,0.319429,0.904000,1.198000,2.830054,3.750447,1.325221
215258052,20153090,EURJPY,15,0.103643,0.345000,0.388000,3.328739,3.743625,1.124638
215269763,17018110,USDJPY,60,0.287286,0.280000,0.458000,0.974639,1.594232,1.635714
215285789,220159174,GBPJPY,60,0.280000,0.089000,0.467000,0.317857,1.667857,5.247191
215287952,220175167,GBPJPY,60,0.352786,0.574000,0.879000,1.627050,2.491597,1.531359
215287963,220163569,GBPJPY,60,0.307500,1.082000,0.247000,3.518699,0.803252,0.228281
215289201,910142103,XAUUSD,60,8.481429,16.260000,4.310000,1.917130,0.508169,0.265068
215290602,220112186,GBPJPY,60,0.280000,0.072000,0.588000,0.257143,2.100000,8.166667
215291638,20153210,EURJPY,15,0.069643,0.036000,0.392000,0.516923,5.628718,10.888889
215301035,220131160,GBPJPY,60,0.250071,1.701000,0.197000,6.802057,0.787775,0.115814
215302671,220112052,GBPJPY,60,0.206571,0.130000,1.071000,0.629322,5.184647,8.238462
215305470,121554582,GBPUSD,15,0.000574,0.002170,0.017770,3.783313,30.981320,8.188940
215314776,913016114,XAUUSD,30,6.665714,3.150000,5.170000,0.472568,0.775611,1.641270
215317545,910143114,XAUUSD,60,8.481429,22.840000,4.840000,2.692943,0.570659,0.211909
215320681,911547133,XAUUSD,15,5.957143,11.020000,4.890000,1.849880,0.820863,0.443739
215323543,91303683,XAUUSD,30,6.665714,5.070000,3.880000,0.760609,0.582083,0.765286
215326968,910136160,XAUUSD,60,8.481429,8.550000,5.110000,1.008085,0.602493,0.597661
215330790,223022483,GBPJPY,30,0.256857,0.107000,1.346000,0.416574,5.240267,12.579439
215330825,910122169,XAUUSD,60,7.107857,14.960000,0.330000,2.104713,0.046427,0.022059
215333273,913026119,XAUUSD,30,6.695714,28.770000,10.330000,4.296778,1.542778,0.359055
215335504,11011147,EURUSD,60,0.001554,0.001680,0.005940,1.081379,3.823448,3.535714
215339064,910414947,XAUUSD,240,13.754286,32.320000,23.230000,2.349813,1.688928,0.718750
215339091,850443362,NAS100,240,119.757143,24.100000,257.800000,0.201241,2.152690,10.697095
215342239,120176143,GBPUSD,60,0.001578,0.000380,0.012350,0.240833,7.827071,32.500000
215342316,20153090,EURJPY,15,0.093929,0.037000,0.887000,0.393916,9.443346,23.972973
215344713,910424666,XAUUSD,240,13.261429,3.630000,11.660000,0.273726,0.879242,3.212121
215344721,810411336,US30,240,170.000000,481.300000,225.700000,2.831176,1.327647,0.468938
