Ticket,Magic,Symbol,TF,ATR_entry,MAE,MFE,MAE_ATR,MFE_ATR,E_Ratio_trade
202857549,17017650,USDJPY,60,0.107643,0.082000,1.042000,0.761778,9.680159,12.707317
202858380,220163569,GBPJPY,60,0.218500,0.272000,0.943000,1.244851,4.315789,3.466912
202858600,221585147,GBPJPY,15,0.162143,0.608000,0.568000,3.749780,3.503084,0.934211
202859425,120156886,GBPUSD,60,0.000699,0.001220,0.007750,1.744637,11.082737,6.352459
202860876,80011095,GER40,60,38.942857,60.900000,205.200000,1.563830,5.269259,3.369458
202863518,221575192,GBPJPY,15,0.125357,0.493000,0.683000,3.932764,5.448433,1.385396
202864993,221518164,GBPJPY,15,0.162143,0.604000,0.572000,3.725110,3.527753,0.947020
202872593,11151429,EURUSD,15,0.000496,0.001840,0.001610,3.706475,3.243165,0.875000
202874293,220111819,GBPJPY,60,0.154214,0.151000,2.172000,0.979157,14.084298,14.384106
202875895,223011130,GBPJPY,30,0.144643,0.543000,0.633000,3.754074,4.376296,1.165746
202875937,800422054,GER40,240,98.807143,8.900000,208.100000,0.090074,2.106123,23.382022
202879892,80011095,GER40,60,31.328571,65.600000,103.400000,2.093935,3.300502,1.576220
202879922,800413945,GER40,240,98.385714,98.700000,170.900000,1.003194,1.737041,1.731510
202882454,223022108,GBPJPY,30,0.164857,0.699000,0.293000,4.240035,1.777296,0.419170
202885685,20153210,EURJPY,15,0.068929,0.299000,0.702000,4.337824,10.184456,2.347826
202887529,221513194,GBPJPY,15,0.134000,0.752000,0.274000,5.611940,2.044776,0.364362
202888493,220149150,GBPJPY,60,0.207143,0.720000,0.306000,3.475862,1.477241,0.425000
202888494,223023153,GBPJPY,30,0.171071,0.825000,0.201000,4.822547,1.174948,0.243636
202888518,22042161,GBPJPY,240,0.373857,0.664000,0.362000,1.776079,0.968284,0.545181
202888520,22043162,GBPJPY,240,0.373857,0.595000,0.431000,1.591517,1.152847,0.724370
202888521,22045560,GBPJPY,240,0.373857,0.664000,0.362000,1.776079,0.968284,0.545181
202888523,22042132,GBPJPY,240,0.373857,0.648000,0.378000,1.733282,1.011081,0.583333
202889018,220198149,GBPJPY,60,0.207143,0.549000,0.477000,2.650345,2.302759,0.868852
202890476,220167120,GBPJPY,60,0.207143,0.602000,0.424000,2.906207,2.046897,0.704319
202890477,220141135,GBPJPY,60,0.207143,0.719000,0.307000,3.471034,1.482069,0.426982
202890478,220154117,GBPJPY,60,0.184714,0.522000,0.504000,2.825986,2.728538,0.965517
202891272,220118191,GBPJPY,60,0.207143,0.760000,0.266000,3.668966,1.284138,0.350000
202891582,91303683,XAUUSD,30,4.889286,9.090000,1.680000,1.859167,0.343608,0.184818
202891974,220132119,GBPJPY,60,0.207143,0.690000,0.336000,3.331034,1.622069,0.486957
202891980,221510100,GBPJPY,15,0.134000,0.759000,0.267000,5.664179,1.992537,0.351779
202894645,910414947,XAUUSD,240,10.208571,5.620000,68.810000,0.550518,6.740414,12.243772
202899097,22018200,GBPJPY,60,0.292143,0.225000,1.749000,0.770171,5.986797,7.773333
202900360,20153090,EURJPY,15,0.112214,0.152000,0.136000,1.354551,1.211967,0.894737
202900788,220131160,GBPJPY,60,0.218857,0.978000,0.046000,4.468668,0.210183,0.047035
202901910,17011586,USDJPY,60,0.235714,1.246000,0.040000,5.286061,0.169697,0.032103
202909088,17017650,USDJPY,60,0.170071,0.327000,0.456000,1.922722,2.681226,1.394495
202912395,800413945,GER40,240,95.300000,44.400000,229.700000,0.465897,2.410283,5.173423
202913553,223071158,GBPJPY,30,0.264000,0.212000,0.023000,0.803030,0.087121,0.108491
202914236,220156108,GBPJPY,60,0.271357,0.192000,0.043000,0.707555,0.158463,0.223958
202915427,11011147,EURUSD,60,0.001159,0.002290,0.001060,1.975354,0.914356,0.462882
202915437,22012413,GBPJPY,60,0.207000,0.149000,1.991000,0.719807,9.618357,13.362416
202917418,12011595,GBPUSD,60,0.001803,0.004120,0.000680,2.285261,0.377179,0.165049
202918319,220132119,GBPJPY,60,0.292143,0.283000,2.561000,0.968704,8.766259,9.049470
202918583,110112110,EURUSD,60,0.000818,0.000320,0.004800,0.391266,5.868996,15.000000
202918651,910436106,XAUUSD,240,10.347857,7.180000,34.970000,0.693863,3.379444,4.870474
202919195,223011130,GBPJPY,30,0.173643,0.226000,0.913000,1.301522,5.257919,4.039823
202919493,80011095,GER40,60,24.635714,2.800000,10.300000,0.113656,0.418092,3.678571
202920060,910424666,XAUUSD,240,10.415714,7.190000,7.500000,0.690303,0.720066,1.043115
202920067,910122169,XAUUSD,60,5.243571,5.170000,20.000000,0.985969,3.814194,3.868472
202923020,223022483,GBPJPY,30,0.193643,0.948000,1.617000,4.895610,8.350424,1.705696
202923387,120100069,GBPUSD,60,0.000783,0.005400,0.000430,6.897810,0.549270,0.079630
202923401,120122468,GBPUSD,60,0.000783,0.007100,0.001410,9.069343,1.801095,0.198592
202923404,91014861,XAUUSD,60,3.614286,0.700000,21.940000,0.193676,6.070356,31.342857
202924109,120112185,GBPUSD,60,0.001768,0.009090,0.002120,5.141818,1.199192,0.233223
202928222,910142103,XAUUSD,60,2.981429,18.440000,2.480000,6.184954,0.831816,0.134490
202934137,120118644,GBPUSD,60,0.001266,0.003580,0.000710,2.826847,0.560632,0.198324
202938923,910424666,XAUUSD,240,9.856429,0.000000,8.940000,,,
202938924,223022108,GBPJPY,30,0.181857,0.763000,0.341000,4.195601,1.875098,0.446920
202941631,120100069,GBPUSD,60,0.000799,0.001210,0.006180,1.513852,7.731903,5.107438
202942389,221575192,GBPJPY,15,0.120286,0.320000,1.742000,2.660333,14.482185,5.443750
202942657,223011130,GBPJPY,30,0.175643,0.273000,1.789000,1.554290,10.185441,6.553114
202943407,800422054,GER40,240,84.300000,35.500000,404.400000,0.421115,4.797153,11.391549
202943408,800422153,GER40,240,84.300000,35.500000,404.400000,0.421115,4.797153,11.391549
202943989,221513194,GBPJPY,15,0.079571,0.510000,1.552000,6.409336,19.504488,3.043137
202944233,120156886,GBPUSD,60,0.000854,0.000460,0.016840,0.538912,19.728870,36.608696
202944260,22011865,GBPJPY,60,0.201286,0.864000,0.240000,4.292406,1.192335,0.277778
202944449,221585147,GBPJPY,15,0.120286,0.364000,1.698000,3.026128,14.116390,4.664835
202952720,11011147,EURUSD,60,0.001098,0.002660,0.000710,2.422902,0.646714,0.266917
202952911,17017650,USDJPY,60,0.091143,0.435000,0.201000,4.772727,2.205329,0.462069
202954173,17017650,USDJPY,60,0.190214,,,,,
202956310,17011586,USDJPY,60,0.190214,0.309000,0.604000,1.624484,3.175366,1.954693
202957081,120100069,GBPUSD,60,0.001379,0.000000,0.006150,,,
202957767,11151429,EURUSD,15,0.000746,0.001520,0.002030,2.036364,2.719617,1.335526
202959864,113016160,EURUSD,30,0.000948,0.003170,0.003250,3.344386,3.428787,1.025237
202960431,113031321,EURUSD,30,0.000948,0.002610,0.003810,2.753580,4.019593,1.459770
202962809,17018110,USDJPY,60,0.190214,0.771000,0.103000,4.053323,0.541495,0.133593
202962852,11153467,EURUSD,15,0.000929,0.002310,0.000790,2.487692,0.850769,0.341991
202965738,220111819,GBPJPY,60,0.268786,0.017000,0.365000,0.063247,1.357959,21.470588
202966110,120118644,GBPUSD,60,0.001272,0.000000,0.005560,,,
202966210,20153210,EURJPY,15,0.083429,0.696000,0.100000,8.342466,1.198630,0.143678
202966313,17017650,USDJPY,60,0.178143,0.572000,0.497000,3.210906,2.789896,0.868881
202970925,220163569,GBPJPY,60,0.321214,0.380000,0.306000,1.183011,0.952635,0.805263
202971948,223038149,GBPJPY,30,0.256143,0.389000,0.297000,1.518684,1.159509,0.763496
202971951,220156108,GBPJPY,60,0.321214,0.319000,0.367000,0.993107,1.142539,1.150470
202971952,220111876,GBPJPY,60,0.321214,0.408000,0.278000,1.270180,0.865466,0.681373
202972409,223071158,GBPJPY,30,0.256143,0.287000,0.399000,1.120468,1.557724,1.390244
202972611,223012186,GBPJPY,30,0.274714,0.503000,0.183000,1.830993,0.666147,0.363817
202973019,22043162,GBPJPY,240,0.487786,0.435000,0.251000,0.891785,0.514570,0.577011
202973049,22045560,GBPJPY,240,0.487786,0.396000,0.290000,0.811832,0.594523,0.732323
202973050,22042161,GBPJPY,240,0.487786,0.393000,0.293000,0.805682,0.600674,0.745547
202973444,220149150,GBPJPY,60,0.348071,0.561000,0.125000,1.611738,0.359122,0.222816
202973841,220198149,GBPJPY,60,0.321214,0.392000,0.294000,1.220369,0.915277,0.750000
202974368,223023153,GBPJPY,30,0.274714,0.596000,0.090000,2.169527,0.327613,0.151007
202974451,220154117,GBPJPY,60,0.321214,0.274000,0.412000,0.853013,1.282633,1.503650
202974452,220141135,GBPJPY,60,0.348071,0.520000,0.166000,1.493946,0.476914,0.319231
202974453,220167120,GBPJPY,60,0.321214,0.405000,0.281000,1.260841,0.874805,0.693827
202974455,220421159,GBPJPY,240,0.449786,1.228000,0.234000,2.730189,0.520248,0.190554
202975297,913016114,XAUUSD,30,2.347143,18.090000,2.830000,7.707243,1.205721,0.156440
202976222,220131160,GBPJPY,60,0.321214,0.594000,0.556000,1.849233,1.730932,0.936027
202976720,203031880,EURJPY,30,0.203714,0.532000,0.020000,2.611501,0.098177,0.037594
202979279,22011049,GBPJPY,60,0.321214,0.880000,1.940000,2.739604,6.039582,2.204545
202980115,221510100,GBPJPY,15,0.226357,0.582000,0.104000,2.571158,0.459451,0.178694
202980471,223022108,GBPJPY,30,0.274714,0.591000,0.095000,2.151326,0.345814,0.160745
202985879,220111819,GBPJPY,60,0.262643,0.128000,2.399000,0.487354,9.134077,18.742188
202987361,110112110,EURUSD,60,0.000541,0.000580,0.005080,1.071240,9.382586,8.758621
202987380,220132119,GBPJPY,60,0.446214,0.751000,0.700000,1.683048,1.568753,0.932091
202987460,200117124,EURJPY,60,0.230571,1.310000,1.244000,5.681537,5.395291,0.949618
202987662,91041141,XAUUSD,240,8.690000,15.980000,6.210000,1.838895,0.714614,0.388611
202987665,913065166,XAUUSD,30,5.180000,0.000000,33.170000,,,
202987669,910436106,XAUUSD,240,12.140000,11.320000,0.240000,0.932455,0.019769,0.021201
202987849,113014167,EURUSD,30,0.000941,0.000360,0.003660,0.382688,3.890661,10.166667
202987984,120156886,GBPUSD,60,0.001441,0.003130,0.014050,2.171457,9.747275,4.488818
202988100,223011130,GBPJPY,30,0.186857,0.660000,1.674000,3.532110,8.958716,2.536364
202989170,223023153,GBPJPY,30,0.108071,2.022000,1.399000,18.709848,12.945142,0.691889
202989177,220131160,GBPJPY,60,0.266143,0.665000,1.669000,2.498658,6.271068,2.509774
202989186,223071158,GBPJPY,30,0.179214,0.308000,1.733000,1.718613,9.669988,5.626623
202989286,221575192,GBPJPY,15,0.131000,1.253000,1.523000,9.564885,11.625954,1.215483
202989779,223012186,GBPJPY,30,0.186857,0.628000,1.706000,3.360856,9.129969,2.716561
202990286,221513194,GBPJPY,15,0.133000,1.539000,1.476000,11.571429,11.097744,0.959064
202990380,22045560,GBPJPY,240,0.538571,1.245000,1.277000,2.311671,2.371088,1.025703
202990624,221585147,GBPJPY,15,0.132071,0.878000,1.898000,6.647918,14.371011,2.161731
202990965,220149150,GBPJPY,60,0.266143,1.239000,1.776000,4.655395,6.673108,1.433414
202990982,203011191,EURJPY,30,0.176571,0.492000,0.906000,2.786408,5.131068,1.841463
202990991,910142103,XAUUSD,60,5.350000,0.250000,29.860000,0.046729,5.581308,119.440000
202990993,220175167,GBPJPY,60,0.204714,2.340000,0.436000,11.430565,2.129798,0.186325
202991466,221518164,GBPJPY,15,0.138857,1.306000,1.709000,9.405350,12.307613,1.308576
202991917,220198149,GBPJPY,60,0.187214,1.777000,0.999000,9.491797,5.336131,0.562183
202991922,220163569,GBPJPY,60,0.266143,1.032000,1.744000,3.877617,6.552872,1.689922
202992287,223022483,GBPJPY,30,0.116929,1.647000,1.129000,14.085522,9.655467,0.685489
202992294,223022483,GBPJPY,30,0.338714,1.147000,0.138000,3.386335,0.407423,0.120314
202992819,910122169,XAUUSD,60,5.350000,0.480000,29.630000,0.089720,5.538318,61.729167
202992828,203031880,EURJPY,30,0.303143,0.000000,2.750000,,,
202993687,220156108,GBPJPY,60,0.349857,0.318000,1.183000,0.908942,3.381380,3.720126
202993688,220111876,GBPJPY,60,0.349857,0.811000,0.624000,2.318089,1.783585,0.769420
202993689,220418158,GBPJPY,240,0.614571,1.312000,0.423000,2.134821,0.688285,0.322409
202993691,220141135,GBPJPY,60,0.269500,0.856000,1.478000,3.176252,5.484230,1.726636
202993692,223038149,GBPJPY,30,0.338714,0.991000,1.730000,2.925770,5.107550,1.745711
202993718,223030112,GBPJPY,30,0.338714,0.916000,0.369000,2.704344,1.089414,0.402838
202994236,913016114,XAUUSD,30,5.180000,1.100000,29.010000,0.212355,5.600386,26.372727
202994695,91303683,XAUUSD,30,5.180000,0.000000,8.740000,,,
202995466,220132119,GBPJPY,60,0.269500,1.039000,1.737000,3.855288,6.445269,1.671800
202995467,220198149,GBPJPY,60,0.349857,0.845000,0.440000,2.415272,1.257656,0.520710
202996936,120122468,GBPUSD,60,0.001234,0.006980,0.001410,5.658367,1.143023,0.202006
202996964,220175167,GBPJPY,60,0.446214,1.257000,0.244000,2.817032,0.546822,0.194113
202999443,120112185,GBPUSD,60,0.001351,0.008100,0.000630,5.993658,0.466173,0.077778
203006042,91014861,XAUUSD,60,5.350000,0.000000,22.590000,,,
203006043,220118191,GBPJPY,60,0.212500,1.246000,1.530000,5.863529,7.200000,1.227929
203017773,22011865,GBPJPY,60,0.349857,1.079000,0.000000,3.084116,0.000000,0.000000
203018458,223022108,GBPJPY,30,0.113571,1.517000,1.259000,13.357233,11.085535,0.829927
203019934,22018200,GBPJPY,60,0.446214,0.787000,1.113000,1.763727,2.494317,1.414231
203020223,221510100,GBPJPY,15,0.103071,1.664000,1.112000,16.144144,10.788635,0.668269
203020828,22018200,GBPJPY,60,0.187214,0.819000,0.965000,4.374666,5.154521,1.178266
203020833,12011595,GBPUSD,60,0.001272,0.000190,0.008970,0.149354,7.051095,47.210526
203023057,11011147,EURUSD,60,0.000602,0.001230,0.005200,2.042705,8.635824,4.227642
203025847,11151470,EURUSD,15,0.000784,0.000840,0.005220,1.071038,6.655738,6.214286
203027632,17019963,USDJPY,60,0.324429,0.000000,3.071000,,,
203030136,11151710,EURUSD,15,0.000784,0.000240,0.005080,0.306011,6.477231,21.166667
203030820,20153210,EURJPY,15,0.051571,1.372000,0.348000,26.603878,6.747922,0.253644
203030825,223071158,GBPJPY,30,0.338714,0.487000,2.234000,1.437790,6.595529,4.587269
203032103,11151224,EURUSD,15,0.000784,0.000340,0.005130,0.433515,6.540984,15.088235
203032551,22043162,GBPJPY,240,0.614571,1.395000,1.133000,2.269874,1.843561,0.812186
203032598,20153090,EURJPY,15,0.265000,1.271000,0.213000,4.796226,0.803774,0.167585
203033422,17011049,USDJPY,60,0.324429,0.000000,3.104000,,,
203033424,11019380,EURUSD,60,0.000969,0.000900,0.005350,0.929204,5.523599,5.944444
203033598,11151429,EURUSD,15,0.000784,0.001340,0.004910,1.708561,6.260474,3.664179
203037327,200176156,EURJPY,60,0.310571,0.572000,1.850000,1.841766,5.956762,3.234266
203041261,11012014,EURUSD,60,0.000969,0.001530,0.002320,1.579646,2.395280,1.516340
203043564,201547101,EURJPY,15,0.265000,0.000000,1.503000,,,
203044341,113031321,EURUSD,30,0.000941,0.003170,0.001950,3.369780,2.072893,0.615142
203048946,91041141,XAUUSD,240,12.140000,6.510000,17.630000,0.536244,1.452224,2.708141
203058582,223022108,GBPJPY,30,0.329143,,,,,
203061889,91041141,XAUUSD,240,10.888571,19.830000,4.360000,1.821176,0.400420,0.219869
203066439,220112186,GBPJPY,60,0.540571,1.831000,0.367000,3.387156,0.678911,0.200437
203066481,120118612,GBPUSD,60,0.001121,0.003540,0.000690,3.158700,0.615679,0.194915
203071712,220418158,GBPJPY,240,0.886214,1.910000,0.288000,2.155235,0.324978,0.150785
203072765,221585147,GBPJPY,15,0.347714,1.046000,0.332000,3.008217,0.954807,0.317400
203073826,120156886,GBPUSD,60,0.001104,0.000630,0.008190,0.570505,7.416559,13.000000
203086517,17018110,USDJPY,60,0.437000,1.015000,0.082000,2.322654,0.187643,0.080788
203100173,110112110,EURUSD,60,0.000859,0.000000,0.002930,,,
203100203,120118644,GBPUSD,60,0.001379,0.000000,0.006600,,,
203100424,110112110,EURUSD,60,0.000823,0.001580,0.001000,1.920139,1.215278,0.632911
203100432,220131160,GBPJPY,60,0.509286,0.621000,3.070000,1.219355,6.028050,4.943639
203100515,913073101,XAUUSD,30,4.803571,4.360000,11.880000,0.907658,2.473160,2.724771
203100950,120156886,GBPUSD,60,0.000904,0.008180,0.006190,9.045814,6.845182,0.756724
203106544,91303683,XAUUSD,30,4.803571,0.000000,8.320000,,,
203112580,913016114,XAUUSD,30,4.387857,4.060000,16.390000,0.925281,3.735308,4.036946
203115526,910122169,XAUUSD,60,5.922857,7.090000,62.100000,1.197057,10.484805,8.758815
203125318,110167100,EURUSD,60,0.000761,0.003000,0.001810,3.939962,2.377111,0.603333
203125320,223023153,GBPJPY,30,0.214643,1.062000,2.629000,4.947754,12.248253,2.475518
203130930,223022108,GBPJPY,30,0.214643,0.685000,0.526000,3.191348,2.450582,0.767883
203132306,91041141,XAUUSD,240,13.347143,9.070000,17.300000,0.679546,1.296158,1.907387
203132326,17011586,USDJPY,60,0.233429,0.265000,0.427000,1.135251,1.829253,1.611321
203132331,223038149,GBPJPY,30,0.165357,1.505000,0.489000,9.101512,2.957235,0.324917
203132333,220156108,GBPJPY,60,0.291071,2.673000,0.579000,9.183313,1.989202,0.216611
203142778,221510100,GBPJPY,15,0.104643,1.240000,0.280000,11.849829,2.675768,0.225806
203146139,220111876,GBPJPY,60,0.330286,0.381000,1.881000,1.153547,5.695069,4.937008
203146514,223071158,GBPJPY,30,0.272071,0.212000,2.050000,0.779207,7.534786,9.669811
203146517,203031880,EURJPY,30,0.224143,0.850000,1.027000,3.792224,4.581899,1.208235
203147176,220149150,GBPJPY,60,0.266500,0.374000,2.180000,1.403377,8.180113,5.828877
203149386,220198149,GBPJPY,60,0.266500,0.422000,2.132000,1.583490,8.000000,5.052133
203150009,221518164,GBPJPY,15,0.193571,0.950000,1.182000,4.907749,6.106273,1.244211
203151381,220421159,GBPJPY,240,0.595643,0.522000,1.740000,0.876364,2.921214,3.333333
203151382,22042161,GBPJPY,240,0.595643,0.295000,1.967000,0.495263,3.302314,6.667797
203151384,22045560,GBPJPY,240,0.595643,0.620000,1.642000,1.040892,2.756685,2.648387
203151887,120100069,GBPUSD,60,0.000979,0.005470,0.004950,5.589781,5.058394,0.904936
203151900,220141135,GBPJPY,60,0.330286,0.769000,1.493000,2.328287,4.520329,1.941482
203151901,22011619,GBPJPY,60,0.250714,0.200000,3.830000,0.797721,15.276353,19.150000
203151913,220167120,GBPJPY,60,0.266500,0.407000,2.147000,1.527205,8.056285,5.275184
203152196,20153090,EURJPY,15,0.086429,0.306000,0.334000,3.540496,3.864463,1.091503
203152546,220175167,GBPJPY,60,0.330286,0.888000,1.374000,2.688581,4.160035,1.547297
203154638,220132119,GBPJPY,60,0.266500,0.437000,2.117000,1.639775,7.943715,4.844394
203157407,800413945,GER40,240,72.571429,274.500000,20.500000,3.782480,0.282480,0.074681
203157419,800422054,GER40,240,76.192857,25.000000,51.000000,0.328115,0.669354,2.040000
203161900,22011865,GBPJPY,60,0.330286,0.512000,1.750000,1.550173,5.298443,3.417969
203163978,800422153,GER40,240,76.192857,25.000000,51.000000,0.328115,0.669354,2.040000
203163993,120118612,GBPUSD,60,0.001379,0.001890,0.010810,1.370984,7.841451,5.719577
203164002,22018200,GBPJPY,60,0.330286,0.506000,2.803000,1.532007,8.486592,5.539526
203167257,120112185,GBPUSD,60,0.000829,0.007880,0.006490,9.510345,7.832759,0.823604
203167269,11019380,EURUSD,60,0.000859,0.001400,0.000510,1.629260,0.593516,0.364286
203180791,91041141,XAUUSD,240,13.712143,24.490000,15.850000,1.786008,1.155910,0.647203
203206626,11151429,EURUSD,15,0.000645,0.001590,0.001600,2.465116,2.480620,1.006289
203208337,22011049,GBPJPY,60,0.330286,0.208000,2.054000,0.629758,6.218858,9.875000
203209605,221513194,GBPJPY,15,0.214214,0.009000,2.545000,0.042014,11.880627,282.777778
203210330,22043162,GBPJPY,240,0.595643,0.536000,1.726000,0.899868,2.897710,3.220149
203210333,11012014,EURUSD,60,0.000859,0.000950,0.001480,1.105569,1.722361,1.557895
203211605,113031321,EURUSD,30,0.000710,0.004940,0.001530,6.957746,2.154930,0.309717
203214863,120122468,GBPUSD,60,0.000917,0.000990,0.003090,1.079439,3.369159,3.121212
203214904,113016160,EURUSD,30,0.000710,0.004980,0.001190,7.014085,1.676056,0.238956
203234261,91303683,XAUUSD,30,5.037857,1.840000,8.330000,0.365235,1.653481,4.527174
203237680,20153210,EURJPY,15,0.114929,0.039000,0.820000,0.339341,7.134866,21.025641
203246032,11151710,EURUSD,15,0.000481,0.000590,0.005080,1.225519,10.551929,8.610169
203261210,20301733,EURJPY,30,0.251643,0.217000,0.283000,0.862333,1.124610,1.304147
203264082,91041141,XAUUSD,240,13.945000,2.370000,10.400000,0.169953,0.745787,4.388186
203270248,110112110,EURUSD,60,0.001131,0.001800,0.000000,1.590909,0.000000,0.000000
203270294,220118191,GBPJPY,60,0.270286,0.549000,4.972000,2.031184,18.395349,9.056466
203270296,22045560,GBPJPY,240,0.670571,0.970000,6.247000,1.446527,9.315935,6.440206
203270328,22042132,GBPJPY,240,0.670571,0.991000,3.679000,1.477844,5.486366,3.712412
203270329,22042161,GBPJPY,240,0.670571,1.010000,6.291000,1.506178,9.381551,6.228713
203270332,22043162,GBPJPY,240,0.670571,1.073000,4.019000,1.600128,5.993396,3.745573
203270423,223011130,GBPJPY,30,0.172000,0.089000,1.007000,0.517442,5.854651,11.314607
203270427,220132119,GBPJPY,60,0.214786,0.333000,2.859000,1.550382,13.310941,8.585586
203270472,910436106,XAUUSD,240,11.383571,3.300000,35.300000,0.289891,3.100960,10.696970
203272202,221585147,GBPJPY,15,0.169786,0.043000,0.848000,0.253260,4.994531,19.720930
203272358,120156886,GBPUSD,60,0.000956,0.002670,0.006740,2.793722,7.052317,2.524345
203274235,22011049,GBPJPY,60,0.270286,0.995000,0.221000,3.681290,0.817653,0.222111
203274249,220163569,GBPJPY,60,0.270286,0.736000,0.503000,2.723044,1.860994,0.683424
203274968,220149150,GBPJPY,60,0.270286,0.449000,3.390000,1.661205,12.542283,7.550111
203274973,220175167,GBPJPY,60,0.327071,0.186000,5.794000,0.568683,17.714785,31.150538
203275944,223022108,GBPJPY,30,0.237500,0.181000,3.861000,0.762105,16.256842,21.331492
203276860,220167120,GBPJPY,60,0.270929,0.286000,4.452000,1.055629,16.432375,15.566434
203277537,22011865,GBPJPY,60,0.327071,0.104000,3.516000,0.317973,10.749945,33.807692
203278941,11019380,EURUSD,60,0.000764,0.000400,0.002060,0.523364,2.695327,5.150000
203280083,223022483,GBPJPY,30,0.295000,0.113000,3.578000,0.383051,12.128814,31.663717
203280090,800422054,GER40,240,82.257143,107.600000,254.400000,1.308093,3.092741,2.364312
203280551,913016114,XAUUSD,30,5.333571,6.700000,4.570000,1.256194,0.856837,0.682090
203287193,910122169,XAUUSD,60,10.037143,13.930000,0.000000,1.387845,0.000000,0.000000
203288897,910142103,XAUUSD,60,9.007857,0.120000,29.360000,0.013322,3.259377,244.666667
203291267,223011130,GBPJPY,30,0.237500,0.330000,3.557000,1.389474,14.976842,10.778788
203293385,20153090,EURJPY,15,0.098286,0.291000,0.005000,2.960756,0.050872,0.017182
203293956,220163569,GBPJPY,60,0.270929,0.253000,6.265000,0.933825,23.124176,24.762846
203294444,221518164,GBPJPY,15,0.183429,0.024000,4.714000,0.130841,25.699377,196.416667
203296518,223023153,GBPJPY,30,0.265500,0.414000,3.473000,1.559322,13.080979,8.388889
203296524,913016114,XAUUSD,30,5.603571,0.460000,15.520000,0.082091,2.769662,33.739130
203296656,11151429,EURUSD,15,0.000623,0.000880,0.001800,1.412844,2.889908,2.045455
203297347,113031321,EURUSD,30,0.000481,0.001220,0.004460,2.537890,9.277860,3.655738
203297711,110126113,EURUSD,60,0.000764,0.001180,0.001500,1.543925,1.962617,1.271186
203298408,111535115,EURUSD,15,0.000629,0.001150,0.003280,1.827469,5.212259,2.852174
203301373,80011095,GER40,60,50.207143,32.000000,441.700000,0.637360,8.797553,13.803125
203313424,20153090,EURJPY,15,0.062857,0.149000,0.103000,2.370455,1.638636,0.691275
203314947,91303683,XAUUSD,30,5.603571,0.000000,12.440000,,,
203315221,110167100,EURUSD,60,0.001012,0.002970,0.000270,2.934368,0.266761,0.090909
203319849,800422153,GER40,240,83.507143,340.200000,18.300000,4.073903,0.219143,0.053792
203322930,120122468,GBPUSD,60,0.000987,0.003440,0.003100,3.484805,3.140376,0.901163
203331288,91014861,XAUUSD,60,9.007857,,,,,
203333459,20153090,EURJPY,15,0.109143,0.553000,0.218000,5.066754,1.997382,0.394213
203338304,91041141,XAUUSD,240,13.940714,3.790000,17.550000,0.271866,1.258902,4.630607
203340350,120100069,GBPUSD,60,0.001401,0.001850,0.006140,1.320755,4.383478,3.318919
203352316,221513194,GBPJPY,15,0.159929,1.829000,0.450000,11.436356,2.813756,0.246036
203364611,17011586,USDJPY,60,0.458857,0.980000,0.357000,2.135741,0.778020,0.364286
203364658,11042362,EURUSD,240,0.001976,0.008380,0.014760,4.239971,7.468016,1.761337
203366585,200117124,EURJPY,60,0.453143,0.453000,0.620000,0.999685,1.368222,1.368653
203367615,220131160,GBPJPY,60,0.587643,0.907000,0.164000,1.543454,0.279081,0.180816
203370206,91303683,XAUUSD,30,12.514286,10.140000,3.810000,0.810274,0.304452,0.375740
203370887,11011147,EURUSD,60,0.000973,0.002230,0.000780,2.292217,0.801762,0.349776
203372631,800422054,GER40,240,100.757143,32.000000,120.200000,0.317595,1.192968,3.756250
203375525,110112110,EURUSD,60,0.000946,0.001790,0.001390,1.892749,1.469789,0.776536
203375532,220149150,GBPJPY,60,0.327786,2.319000,0.417000,7.074744,1.272173,0.179819
203375560,22042161,GBPJPY,240,0.930571,0.539000,9.671000,0.579214,10.392539,17.942486
203375561,22045560,GBPJPY,240,0.930571,0.949000,9.261000,1.019804,9.951950,9.758693
203375670,113014167,EURUSD,30,0.000815,0.001110,0.001770,1.361963,2.171779,1.594595
203375786,20153090,EURJPY,15,0.201571,0.336000,0.224000,1.666903,1.111269,0.666667
203375788,220149150,GBPJPY,60,0.423643,2.315000,0.333000,5.464509,0.786039,0.143844
203375795,120156886,GBPUSD,60,0.000971,0.000330,0.016600,0.339706,17.088235,50.303030
203375828,913065166,XAUUSD,30,6.061429,3.670000,72.990000,0.605468,12.041716,19.888283
203375838,910436106,XAUUSD,240,19.722857,11.170000,16.010000,0.566348,0.811749,1.433303
203376310,220198149,GBPJPY,60,0.525357,0.883000,0.733000,1.680761,1.395241,0.830125
203376739,220163569,GBPJPY,60,0.503000,1.544000,1.242000,3.069583,2.469185,0.804404
203377501,220167120,GBPJPY,60,0.525357,1.810000,4.476000,3.445275,8.519918,2.472928
203377502,220154117,GBPJPY,60,0.453571,1.953000,0.103000,4.305827,0.227087,0.052739
203377503,220141135,GBPJPY,60,0.559857,2.228000,7.982000,3.979587,14.257208,3.582585
203377567,80011095,GER40,60,36.085714,70.100000,170.500000,1.942597,4.724861,2.432240
203378350,220132119,GBPJPY,60,0.327786,1.962000,0.136000,5.985618,0.414905,0.069317
203378746,113034119,EURUSD,30,0.000511,0.002460,0.007140,4.810056,13.960894,2.902439
203378977,220132119,GBPJPY,60,0.517786,0.986000,3.132000,1.904263,6.048834,3.176471
