Magic,Symbol,TF,n_trades,SL_pips,MAE_good_pips,MAE_soft_cut_pips,P1_trigger_pips,P1_SL_pips,P2_trigger_pips,P2_SL_pips,P3_trigger_pips,P3_SL_pips,TP_lab_pips,scalp_TF1_ok,scalp_TF2_ok,scalp_TF3_ok,R_BAD_THRESHOLD,early_abort_flag_rate,early_abort_win_rate,early_abort_avg_pl,median_bars_winners,median_bars_losers,min_bars_before_abort_check,R_med_winners,R_med_losers,R_q10_winners,R_q90_winners,R_q10_losers,R_q90_losers,Score_OSCS,time_to_mae_med_s,time_to_mfe_med_s,mfe_median_bars,mae_median_bars,mae_atr_mean,mfe_atr_mean,e_ratio_mean,mae_atr_median,mfe_atr_median,e_ratio_median,mae_p10,mae_p25,mae_p50,mae_p75,mae_p90,mfe_p10,mfe_p25,mfe_p50,mfe_p75,mfe_p90,toxic_cluster_identified,abort_toxic_cluster_pct
800413946,GER40,240,28,1588,992,635,992,-496,1985,0,2137,1374,2442,False,False,False,0.6,0.22916666666666666,0.0,-20.259696969696968,21.004166666666666,4.966666666666667,5.0,5.495762891630868,0.6897701991300226,2.0782519353647904,29.586360785935216,0.11691505160444274,2.2395451144881537,5.213102496112928,18746.0,178260.0,12.379166666666666,1.3018055555555557,1.771481,3.265338,4.719192,1.035345,2.291646,3.473346,236.413,450.085,881.355,1458.085,2525.1400000000035,394.98,749.49,1790.88,2976.435,5621.593000000004,True,0.22916666666666666
822412345,US500,1440,191,2106,1316,842,1316,-658,2632,0,2692,1731,3077,False,False,False,0.6,0.3,0.5238095238095238,-23.862857142857138,5.999305555555556,15.502083333333333,3.0,2.05127380271001,0.09811789422016065,0.3983136690392344,21.835254451907435,0.007218017854898345,0.21012377172011426,5.189839642968591,8369.5,7499.5,0.08679976851851852,0.09686921296296297,0.348719,0.15479,4.907794,0.229585,0.088841,0.355334,309.214,781.61,2260.94,4163.745,7973.081,1106.509,1671.1799999999998,3535.4449999999997,4731.5475,6028.066000000001,False,0.3
123019377,GBPUSD,30,24,33,21,13,21,-10,41,0,63,40,72,False,False,False,0.5785714285714285,0.25,0.0,-5.034999999999998,42.4,39.7,11.0,4.7368421052631575,0.5785714285714285,1.6639004149377592,9.552631578947368,0.05464285714285716,2.023381173775352,5.172264631043257,42609.5,30387.0,16.881666666666668,23.671944444444446,1.718342,2.627331,5.862789,1.523791,2.41334,1.797316,8.770000000000001,16.65,33.349999999999994,54.6,56.0,5.91,28.525,53.0,90.0,90.0,True,0.25
220418158,GBPJPY,240,231,97,61,39,61,-30,122,0,123,76,134,False,False,False,0.21273516642547033,0.24663677130044842,0.0,-10.244727272727271,19.320833333333333,15.195833333333333,5.0,3.2981674197818247,0.21273516642547033,1.0548732840220094,14.55087484326914,0.0,1.3892068683565004,5.103368774586995,57739.0,89135.0,6.189930555555556,4.009652777777778,1.866187,2.442655,5.304808,1.269081,1.806856,1.46176,20.12,44.95,82.8,180.3,280.4800000000001,7.86,36.75,93.5,175.65,283.58,True,0.24663677130044842
203011136,EURJPY,30,23,90,56,76,56,-28,112,0,113,72,128,False,False,False,0.8,0.45121951219512196,0.02702702702702703,-5.006216216216216,89.78333333333333,32.516666666666666,22.0,3.287049186846396,0.2493827160493827,0.8318043511334247,21.489926739926737,0.021604938271604937,1.47090752188232,5.081190457868411,27314.5,95649.5,53.13861111111111,15.174722222222222,3.526244,6.664029,10.561098,2.600986,5.884286,1.190449,12.41,37.675,79.80000000000001,81.0,81.0,5.41,18.575,50.95,156.425,195.0,True,0.45121951219512196
223019174,GBPJPY,30,20,87,55,35,55,-27,109,0,145,93,166,False,False,False,0.2642164538097304,0.3105590062111801,0.0,-4.9201999999999995,114.03333333333333,27.566666666666666,29.0,5.497695852534562,0.2642164538097304,1.7997011128775833,20.11558865248227,0.008999305873103082,1.3621231644461733,4.926824746712653,19621.5,92256.5,51.25361111111111,10.900833333333333,3.270055,5.590273,2.498734,3.186483,3.652052,1.526775,15.4,41.0,61.3,77.9,103.9,2.9,15.2,45.1,147.5,305.3,True,0.3105590062111801
121554582,GBPUSD,15,27,77,48,54,48,-24,96,0,98,63,112,False,False,False,0.5149342891278376,0.3183183183183183,0.07547169811320754,-9.233490566037737,316.76666666666665,275.2,79.0,3.5356696074312657,0.5149342891278376,0.6628778275280572,19.554893617021285,0.017915234822451335,6.475315315315316,4.901994839303471,37065.0,107572.0,119.52444444444444,41.18333333333333,8.266682,12.374862,5.776819,5.741007,8.775758,1.270169,9.52,23.2,58.0,115.0,178.74,10.16,30.3,71.0,130.6,203.26000000000002,True,0.3183183183183183
91041141,XAUUSD,240,279,1030,644,412,644,-322,1288,0,1289,770,1370,False,False,False,0.30808693719234037,0.22540983606557377,0.0,-23.110727272727274,3.0729166666666665,4.527083333333334,3.0,2.5715292016366402,0.30808693719234037,0.8644597057404935,12.720155458406037,0.0,0.8686158703341957,4.8899314464021995,17130.0,24534.0,1.70375,1.1895833333333334,0.89688,0.975223,5.834234,0.805725,0.892871,1.154638,193.58,499.225,1188.0,1804.875,2534.4,114.83,549.95,1477.35,1712.0,1712.0,True,0.22540983606557377
172431021,USDJPY,1440,17,64,40,26,40,-20,79,0,99,64,114,False,False,False,0.4932249322493225,0.28865979381443296,0.0,-4.567857142857144,4.238541666666666,1.913888888888889,3.0,6.999290679529011,0.4932249322493225,1.0656413803145022,34.45119214586255,0.029534883720930234,1.4899377909253058,4.87973251779566,93193.5,43376.0,0.5020370370370371,1.0786284722222221,0.501238,0.750348,24.841707,0.613961,0.765979,1.181152,11.100000000000001,30.3,60.8,86.0,86.0,3.8800000000000012,21.2,62.6,132.4,244.0200000000001,True,0.28865979381443296
112416190,EURUSD,1440,30,99,62,40,62,-31,124,0,139,89,159,False,False,False,0.9328757588775773,0.3037974683544304,0.041666666666666664,-9.260416666666666,9.502777777777778,4.219444444444445,3.0,4.958715596330275,0.9328757588775773,2.2200783428812065,17.38716434964769,0.07241379310344828,3.1938692748091606,4.812070853462157,224985.0,221447.5,2.5630497685185185,2.6039930555555557,0.715512,1.354106,3.369793,0.579127,1.25641,2.169492,17.340000000000003,29.65,50.3,87.9,116.0,13.8,50.1,87.5,185.39999999999998,220.0,True,0.3037974683544304
172419172,USDJPY,1440,61,71,44,28,44,-22,89,0,146,94,167,False,False,False,0.2603086374004628,0.23308270676691728,0.0,-7.173225806451611,6.284722222222222,4.775347222222222,3.0,6.706214689265537,0.2603086374004628,1.7145187601957586,32.467532467532465,0.002276246583397768,0.9325789147926553,4.78679539505751,58863.0,178900.5,2.0706076388888888,0.6812847222222222,0.689334,1.000987,8.251095,0.716002,0.90244,1.216636,14.120000000000001,22.0,66.1,131.0,131.0,12.26,31.5,102.8,213.5,250.0,True,0.23308270676691728
910128124,XAUUSD,60,25,1865,1165,746,1165,-583,2331,0,2718,1748,3107,False,False,False,0.4065503355704698,0.25870646766169153,0.0,-18.439230769230768,31.974999999999998,22.583333333333332,8.0,4.540574319607503,0.4065503355704698,1.7786357033646238,16.79746552449392,0.07559130318794186,1.3634172839506173,4.784494174481386,6063.0,34948.0,9.707777777777778,1.6841666666666666,1.206156,2.244644,4.481469,1.383818,2.289988,1.634409,269.5,583.5,1366.5,2025.0,2025.0,229.5,604.8,1728.2,3725.5,4220.0,True,0.25870646766169153
220114639,GBPJPY,60,45,52,33,21,33,-16,65,0,76,49,87,False,False,False,0.2772397094430993,0.25,0.0,-4.384545454545455,21.216666666666665,8.25,5.0,5.950570342205323,0.2772397094430993,1.4841331269349844,22.5562429696288,0.01358337314859054,1.9524134699069424,4.775195857123888,18205.5,17776.5,4.937916666666666,5.057083333333333,1.846035,2.252762,6.911269,1.519399,1.328439,0.812097,9.32,19.525,34.65,69.05000000000001,95.51000000000002,4.750000000000001,19.375,46.5,111.2,265.43000000000006,True,0.25
800422054,GER40,240,119,452,282,181,282,-141,565,0,566,349,621,False,False,False,0.6,0.2918149466192171,0.6219512195121951,-11.371097560975608,1.6020833333333333,9.683333333333334,3.0,1.7410740876600626,0.1175102576727392,0.34774355522951467,21.262860991424606,0.0269952209794293,1.4710847795847655,4.526764979018012,11713.5,56581.0,3.929236111111111,0.8134375,1.033132,1.528356,5.007921,0.560068,1.333568,2.438772,47.99,177.51,421.77,1339.99,3197.0,207.99,361.99,674.99,1079.41,1786.99,False,0.2918149466192171
910414947,XAUUSD,240,36,2223,1389,889,1389,-695,2778,0,4295,2761,4908,False,False,False,0.48548315174787837,0.325,0.0,-19.513461538461538,67.51458333333333,16.602083333333333,17.0,7.482402600964392,0.48548315174787837,3.278107459270669,54.56974523010386,0.13581925274137885,1.4826825213255355,4.493516754394463,225214.5,225429.0,15.654791666666666,15.639895833333334,1.598386,3.8874,5.229428,1.747069,3.200809,1.228625,341.36,1257.175,1641.5,1944.3,2631.3000000000006,281.3,641.65,1994.9,5308.7,8526.57,True,0.325
