Ticket,Magic,Symbol,TF,OsRank,BestOpenShift,CsRank,BestCloseShift,RetOriginal,BestRetOpen,BestRetClose,RetDur25,RetDur50,RetDur100,RetTF1,RetTF2,RetTF3,MAE,MFE,TimeToMAE_s,TimeToMFE_s
203937086,11019380,EURUSD,60,11.00000,-0.30000,6.00000,-0.40000,-0.00330,0.00239,-0.00183,-0.00246,-0.00158,-0.00250,-0.00071,-0.00192,-0.00322,0.00340,0.00059,9183.00000,1743.00000
203937388,221518164,GBPJPY,15,6.00000,-0.50000,4.00000,-0.40000,1.35300,2.15400,2.18200,2.10600,1.94300,1.35600,1.13600,1.22100,1.24600,0.38900,2.31700,0.00000,30300.00000
203937689,223023153,GBPJPY,30,6.00000,-0.50000,4.00000,-0.40000,1.17200,2.15100,2.00100,1.97000,1.84800,,1.04000,1.20800,1.55000,0.00000,2.13600,,30299.00000
203938438,913073101,XAUUSD,30,6.00000,-0.30000,10.00000,-0.40000,0.53000,10.33000,14.77000,5.61000,11.78000,,4.13000,14.88000,2.13000,4.41000,18.32000,5439.00000,3519.00000
203938597,220132119,GBPJPY,60,6.00000,-0.50000,4.00000,-0.40000,1.21000,2.15100,2.03900,1.96000,1.80100,,1.24600,1.39500,1.70900,0.00000,2.17400,,30299.00000
203939624,220177157,GBPJPY,60,6.00000,-0.50000,7.00000,-0.20000,1.23500,2.29700,1.89700,1.69900,1.87100,1.77900,1.13700,1.28600,1.60000,0.00000,2.06500,,30297.00000
203941811,913065166,XAUUSD,30,10.00000,-0.40000,5.00000,0.40000,8.99000,35.27000,17.12000,8.99000,,,-2.94000,3.65000,-9.42000,13.46000,9.27000,5018.00000,3098.00000
203942419,91014861,XAUUSD,60,6.00000,-0.30000,10.00000,-0.40000,0.64000,8.39000,16.68000,6.69000,8.27000,16.40000,19.37000,8.13000,9.13000,2.50000,20.23000,5506.00000,3586.00000
203943069,17017650,USDJPY,60,6.00000,-0.30000,6.00000,-0.40000,1.14800,1.53900,1.45400,1.35100,1.36600,0.51500,1.43300,1.23500,1.26900,0.00000,1.77400,,30299.00000
203943070,220175167,GBPJPY,60,6.00000,-0.50000,6.00000,-0.40000,0.15300,2.23000,0.99100,1.01200,0.96700,,0.43100,0.63000,0.67300,0.53400,1.11200,86868.00000,28968.00000
203946982,11151429,EURUSD,15,6.00000,-0.10000,7.00000,-0.50000,0.00050,0.00416,0.00200,0.00016,0.00035,-0.00039,0.00144,0.00214,0.00171,0.00000,0.00273,,2396.00000
203947596,910436106,XAUUSD,240,10.00000,-0.40000,11.00000,-0.40000,-11.05000,7.86000,6.41000,-2.13000,8.84000,,5.01000,16.00000,,13.52000,9.21000,5018.00000,3098.00000
203949258,111513100,EURUSD,15,11.00000,-0.40000,7.00000,-0.50000,-0.00300,0.00297,-0.00124,-0.00048,-0.00154,-0.00318,-0.00005,-0.00056,-0.00045,0.00306,0.00042,7238.00000,1238.00000
203949421,110168186,EURUSD,60,7.00000,-0.30000,6.00000,-0.50000,-0.00054,0.00255,0.00069,-0.00088,0.00062,-0.00011,0.00218,0.00053,-0.00060,0.00091,0.00308,9936.00000,2496.00000
203949682,111518105,EURUSD,15,6.00000,-0.20000,7.00000,-0.50000,-0.00124,0.00097,0.00166,0.00126,0.00162,0.00048,0.00278,0.00323,0.00357,0.00122,0.00414,90647.00000,2507.00000
203949983,11151224,EURUSD,15,6.00000,-0.10000,7.00000,-0.50000,-0.00130,0.00155,0.00092,0.00134,0.00061,-0.00377,0.00217,0.00262,0.00296,0.00126,0.00353,89081.00000,2501.00000
203951065,11153467,EURUSD,15,11.00000,-0.40000,8.00000,-0.50000,-0.00186,0.00273,-0.00057,-0.00196,-0.00102,-0.00076,-0.00023,-0.00076,-0.00093,0.00231,0.00015,5077.00000,157.00000
203959077,913016114,XAUUSD,30,6.00000,-0.50000,9.00000,-0.20000,3.64000,13.04000,16.13000,4.04000,15.31000,26.30000,5.02000,18.07000,3.85000,0.73000,18.93000,16.00000,3556.00000
203963088,220111819,GBPJPY,60,1.00000,0.00000,11.00000,-0.40000,-1.08000,-1.08000,0.38900,-0.47800,,-2.13800,0.13500,-0.04500,0.15500,1.07500,0.45200,44564.00000,23324.00000
203973049,91041141,XAUUSD,240,10.00000,-0.40000,5.00000,0.40000,10.79000,34.99000,18.84000,7.38000,18.72000,,7.22000,17.86000,,11.66000,11.07000,4945.00000,3025.00000
203976158,913073101,XAUUSD,30,11.00000,-0.50000,1.00000,0.00000,-0.05000,5.93000,-0.05000,5.00000,,,-0.14000,-0.66000,3.37000,4.19000,0.19000,837.00000,57.00000
203982558,220131160,GBPJPY,60,9.00000,0.50000,6.00000,-0.40000,-2.00800,-1.43600,-0.32200,-1.99600,-1.00400,-1.64400,0.03000,-0.22800,-0.37900,2.08200,0.15000,18820.00000,4960.00000
203984498,221510100,GBPJPY,15,5.00000,-0.10000,11.00000,0.50000,-1.54000,0.17200,0.16100,-0.54400,-1.21400,0.19400,-0.17700,-0.12000,0.50900,1.56000,1.40200,91896.00000,9876.00000
203985549,220175167,GBPJPY,60,7.00000,-0.40000,8.00000,-0.30000,-0.89600,1.10200,0.34700,0.13400,-0.90900,-0.71400,0.59500,0.95100,0.59500,0.87900,1.26800,40309.00000,7729.00000
203986420,200176156,EURJPY,60,7.00000,-0.50000,10.00000,-0.50000,-0.80000,0.86900,0.68700,0.01200,-0.20500,-0.73600,0.11900,0.18100,0.09900,0.82400,0.83000,82220.00000,43220.00000
203986425,120118612,GBPUSD,60,9.00000,-0.50000,10.00000,-0.50000,-0.00350,0.00648,0.00052,-0.00010,,,0.00044,-0.00235,0.00023,0.00353,0.00176,6342.00000,2382.00000
203986714,223030112,GBPJPY,30,11.00000,-0.30000,6.00000,-0.10000,-0.70100,1.59800,0.06900,-1.78500,-1.24700,-0.77600,-0.98900,-1.30400,-1.53100,2.00500,0.57600,15826.00000,174946.00000
203987186,220131160,GBPJPY,60,11.00000,-0.50000,6.00000,-0.30000,-0.98500,0.86200,-0.03000,-0.38000,-0.34300,,-0.17400,-0.18800,-0.80900,1.36800,0.30200,47636.00000,92756.00000
203987187,220428175,GBPJPY,240,11.00000,0.50000,6.00000,-0.50000,-1.23700,-0.41400,-0.82300,,,,-1.08100,,,1.31900,0.01800,15061.00000,2941.00000
203988054,22011095,GBPJPY,60,7.00000,-0.20000,11.00000,0.50000,-0.22600,0.57200,1.11200,0.45000,0.17000,0.39100,0.17400,0.04100,0.15800,0.31600,0.74500,39114.00000,32994.00000
203992750,120156886,GBPUSD,60,8.00000,0.20000,10.00000,-0.50000,-0.00840,-0.00402,-0.00286,-0.00448,-0.00740,-0.01488,0.00090,-0.00203,-0.00385,0.01012,0.00112,96204.00000,3564.00000
203993409,913016114,XAUUSD,30,6.00000,-0.30000,6.00000,-0.10000,5.99000,20.92000,13.55000,7.16000,9.91000,-3.35000,0.72000,5.49000,9.95000,1.01000,17.04000,7.00000,19987.00000
203997279,910122169,XAUUSD,60,7.00000,-0.10000,11.00000,-0.50000,-13.75000,-2.95000,1.60000,12.14000,0.62000,-8.12000,5.66000,9.08000,9.16000,15.27000,18.19000,107969.00000,20789.00000
203999732,910142103,XAUUSD,60,6.00000,-0.20000,7.00000,-0.30000,0.82000,15.43000,14.85000,9.99000,13.28000,1.16000,6.49000,9.91000,9.99000,2.30000,19.02000,346.00000,20806.00000
204000449,913073101,XAUUSD,30,6.00000,-0.50000,6.00000,-0.30000,3.39000,17.81000,13.24000,7.85000,10.85000,-9.40000,0.62000,5.39000,9.85000,1.11000,16.94000,4.00000,19984.00000
204002336,22011619,GBPJPY,60,5.00000,-0.10000,8.00000,-0.50000,-0.56300,0.68600,0.92800,-1.25800,-0.63900,-0.02500,0.15700,0.29700,0.64800,1.54500,1.55800,75701.00000,302621.00000
204003924,17019963,USDJPY,60,11.00000,-0.50000,11.00000,0.30000,-1.14000,-0.06500,0.30000,-0.28500,-0.90000,-0.04600,0.03700,0.06300,-0.08700,1.77200,0.18700,59569.00000,11089.00000
204005468,223030112,GBPJPY,30,6.00000,-0.30000,10.00000,-0.50000,-0.82500,0.25000,0.60900,0.74700,-0.16100,-0.43100,0.19600,0.24200,0.37200,1.46900,1.06000,85352.00000,33392.00000
204009397,220131160,GBPJPY,60,8.00000,-0.50000,2.00000,-0.50000,-1.05800,0.48200,-0.27600,0.60800,-0.68400,-0.48400,0.11500,0.17900,0.40400,2.32300,0.78000,258766.00000,31846.00000
204009850,111535115,EURUSD,15,6.00000,-0.50000,1.00000,0.00000,0.00608,0.01443,0.00608,0.00131,0.00014,0.00330,-0.00005,-0.00074,-0.00105,0.00170,0.00810,171976.00000,261976.00000
204010402,111511114,EURUSD,15,6.00000,-0.50000,1.00000,0.00000,0.00617,0.01440,0.00617,0.00151,0.00073,0.00319,-0.00034,-0.00022,-0.00081,0.00151,0.00829,172093.00000,262093.00000
204018595,110112110,EURUSD,60,9.00000,-0.30000,4.00000,0.10000,0.00097,0.00860,0.00143,0.00017,0.00060,,0.00068,-0.00113,0.00126,0.00183,0.00150,7824.00000,11244.00000
204018624,113014167,EURUSD,30,8.00000,-0.40000,11.00000,0.50000,-0.00150,-0.00009,-0.00072,-0.00126,-0.00150,-0.00239,0.00103,-0.00016,-0.00085,0.00137,0.00132,7796.00000,1736.00000
204018746,223071158,GBPJPY,30,9.00000,-0.30000,5.00000,-0.10000,-0.23800,1.62100,0.50900,-1.35700,0.01000,-0.35300,-0.54900,-0.86400,-1.09100,1.56500,1.01600,15828.00000,174948.00000
204018830,220154117,GBPJPY,60,11.00000,-0.40000,10.00000,-0.40000,-1.47400,0.01500,-0.73400,-1.41900,-0.38400,-0.31400,-1.21300,-1.54500,-1.33200,1.53400,0.00000,4006.00000,
204019055,223012186,GBPJPY,30,11.00000,-0.40000,11.00000,-0.30000,-1.63900,-0.19300,-1.27500,-1.48300,-1.45100,-0.03300,-0.90200,-1.21700,-1.44400,1.71400,0.00000,6526.00000,
204019674,220132119,GBPJPY,60,11.00000,-0.40000,11.00000,-0.40000,-1.32600,0.03800,-0.92100,-1.59100,-1.27500,-0.00700,-1.26300,-1.59500,-1.38200,1.36300,0.00000,826.00000,
204021055,120156886,GBPUSD,60,6.00000,-0.40000,1.00000,0.00000,0.01839,0.02272,0.01839,0.00643,0.00593,,-0.00007,-0.00033,-0.00004,0.00177,0.02018,19971.00000,219651.00000
204025446,91303683,XAUUSD,30,10.00000,0.50000,6.00000,-0.40000,-8.93000,-5.33000,-2.99000,-2.78000,-3.03000,-5.78000,-2.35000,-3.39000,-2.20000,9.47000,1.18000,9651.00000,51.00000
204026962,120112185,GBPUSD,60,6.00000,-0.50000,1.00000,0.00000,0.01739,0.02156,0.01739,0.00514,0.00557,0.00686,-0.00090,0.00070,0.00060,0.00115,0.01915,4856.00000,189416.00000
204030357,223023153,GBPJPY,30,9.00000,-0.30000,5.00000,-0.10000,-0.21900,1.62000,0.52900,-0.79000,0.19900,0.36100,-0.52900,-0.84400,-1.07100,1.54500,1.03600,15828.00000,174948.00000
204030375,11151429,EURUSD,15,11.00000,-0.30000,10.00000,-0.50000,-0.00386,0.00238,-0.00170,-0.00098,-0.00248,-0.00661,0.00059,0.00009,-0.00037,0.00386,0.00076,48537.00000,1557.00000
204032932,200176156,EURJPY,60,11.00000,0.50000,9.00000,-0.20000,-0.80000,-0.20900,-0.49600,-0.59500,-0.38800,0.13200,-0.37600,-0.60700,-0.52900,0.82400,0.17300,14510.00000,50.00000
204040154,113034119,EURUSD,30,11.00000,-0.20000,6.00000,-0.50000,-0.00500,0.00093,-0.00269,-0.00261,-0.00269,-0.00608,-0.00115,-0.00154,-0.00182,0.00511,0.00025,70203.00000,843.00000
204041730,111518105,EURUSD,15,11.00000,-0.20000,6.00000,-0.30000,-0.00400,0.00125,-0.00175,-0.00135,-0.00238,-0.00593,0.00057,0.00007,-0.00039,0.00413,0.00074,66417.00000,1557.00000
204044307,11151470,EURUSD,15,11.00000,-0.50000,7.00000,-0.50000,-0.00500,0.00012,-0.00214,-0.00192,-0.00181,-0.00499,0.00068,0.00018,-0.00028,0.00502,0.00085,71457.00000,1557.00000
204044310,11151710,EURUSD,15,11.00000,-0.50000,10.00000,-0.50000,-0.00438,0.00185,-0.00266,-0.00286,-0.00307,-0.00516,-0.00038,-0.00109,-0.00159,0.00458,0.00004,47654.00000,674.00000
204044311,11151224,EURUSD,15,11.00000,-0.50000,10.00000,-0.50000,-0.00462,0.00161,-0.00266,-0.00321,-0.00372,-0.00455,-0.00038,-0.00109,-0.00159,0.00458,0.00004,47654.00000,674.00000
204048756,223011130,GBPJPY,30,7.00000,-0.40000,6.00000,-0.10000,-0.26700,1.05300,0.71600,0.46700,-0.28400,-0.46300,-0.07700,-0.04900,0.25000,0.66000,1.01000,62569.00000,107689.00000
204050895,113014167,EURUSD,30,6.00000,-0.10000,3.00000,-0.10000,0.00226,0.00844,0.00250,0.00229,,,0.00034,0.00206,0.00206,0.00206,0.00279,424.00000,12484.00000
204051196,220112186,GBPJPY,60,11.00000,-0.50000,6.00000,-0.20000,-0.98100,1.00300,-0.05900,-0.83500,,,-0.19700,-0.83000,-0.18500,1.38800,0.28200,44340.00000,89460.00000
204051897,221510100,GBPJPY,15,7.00000,-0.50000,5.00000,-0.20000,-0.48200,1.15600,0.45100,0.15900,0.44900,,-0.09900,0.09300,-0.02800,0.88900,0.78100,57229.00000,102349.00000
204052304,221518164,GBPJPY,15,10.00000,-0.40000,5.00000,-0.20000,-0.68400,1.07600,0.11900,-0.10500,-0.65900,-1.14500,0.00700,-0.04600,-0.05800,1.09900,0.57100,52394.00000,97514.00000
204054997,220418158,GBPJPY,240,11.00000,-0.50000,6.00000,-0.20000,-1.11300,1.00300,-0.19100,-0.95300,,,-0.42500,-0.53900,-1.07100,1.52000,0.15000,44340.00000,89460.00000
204055065,800413945,GER40,240,6.00000,-0.40000,3.00000,0.10000,364.40000,524.50000,494.90000,,141.90000,,27.40000,34.90000,-8.60000,44.80000,502.30000,46500.00000,637380.00000
204055572,200176156,EURJPY,60,11.00000,0.50000,10.00000,-0.50000,-0.80000,-0.43300,-0.36700,-0.05700,0.00400,-0.38200,-0.26800,-0.11300,-0.07000,0.89900,0.00000,1020.00000,
204061864,22012413,GBPJPY,60,9.00000,-0.50000,5.00000,0.40000,-1.80700,0.73700,-0.42500,-0.45100,-0.27200,,-0.25500,-0.88800,-0.24300,1.82200,0.22400,291480.00000,89460.00000
204068099,220159174,GBPJPY,60,11.00000,-0.50000,6.00000,-0.20000,-1.11300,1.00300,-0.19100,-0.88900,,,-0.32900,-0.96200,-0.31700,1.52000,0.15000,44340.00000,89460.00000
204080289,17017650,USDJPY,60,6.00000,-0.40000,5.00000,-0.20000,0.10100,1.97900,0.79500,,,,0.13900,0.22900,0.07100,0.00000,1.00100,,198836.00000
204082003,20153090,EURJPY,15,6.00000,-0.30000,6.00000,-0.30000,-0.69500,0.03300,0.13500,0.15800,0.25800,-0.03200,-0.13600,-0.03800,0.05300,0.71800,0.45900,95120.00000,5900.00000
204083830,220111819,GBPJPY,60,4.00000,-0.30000,6.00000,0.50000,-1.08000,0.29600,0.56200,,,-1.24300,-0.36700,-0.41700,-0.20200,1.10400,0.94200,249887.00000,47867.00000
204083878,200176156,EURJPY,60,6.00000,-0.50000,5.00000,-0.10000,-0.49300,-0.05000,0.19200,0.14400,-0.12900,,0.35400,0.05600,0.08000,0.68900,0.37600,35541.00000,3561.00000
204083889,220112052,GBPJPY,60,4.00000,-0.50000,6.00000,0.50000,-1.39200,-0.10300,0.16800,,,-0.28100,-0.23200,-0.48600,-0.37200,1.44400,0.84100,253850.00000,50390.00000
204086727,11019380,EURUSD,60,6.00000,-0.30000,3.00000,-0.10000,-0.00033,0.00650,0.00116,0.00168,,,0.00169,-0.00029,0.00184,0.00114,0.00259,7968.00000,209988.00000
204089507,221585147,GBPJPY,15,11.00000,0.50000,6.00000,-0.50000,-1.14000,-0.36800,-0.77200,,,,0.00200,-0.35400,-0.25900,1.22100,0.11600,15750.00000,3630.00000
204090285,12011595,GBPUSD,60,6.00000,-0.30000,6.00000,0.50000,-0.00139,0.01169,0.00459,0.00002,,,0.00044,-0.00235,0.00023,0.00379,0.00176,7662.00000,2382.00000
204098028,11151429,EURUSD,15,6.00000,-0.30000,3.00000,-0.10000,0.00050,0.00729,0.00185,0.00245,,,-0.00005,0.00038,0.00103,0.00202,0.00323,426.00000,211086.00000
204105266,113034119,EURUSD,30,9.00000,-0.50000,7.00000,-0.40000,-0.00047,0.00680,0.00150,,,,0.00000,0.00088,-0.00034,0.00136,0.00155,344.00000,2984.00000
204106427,11151224,EURUSD,15,7.00000,-0.20000,6.00000,-0.50000,-0.00459,0.00432,-0.00049,,,,-0.00049,-0.00140,-0.00171,0.00481,0.00073,395920.00000,207160.00000
204115723,220154117,GBPJPY,60,11.00000,0.50000,6.00000,-0.20000,-1.27300,-0.13800,-0.99100,,,,-0.64800,-1.04200,-1.06300,1.35300,0.00000,12071.00000,
204115749,113031321,EURUSD,30,6.00000,-0.40000,7.00000,-0.40000,0.00029,0.00673,0.00220,,,,0.00020,0.00192,0.00024,0.00060,0.00231,17.00000,3257.00000
204117016,111518105,EURUSD,15,10.00000,-0.50000,7.00000,-0.40000,-0.00073,0.00678,0.00113,0.00089,,,-0.00061,-0.00024,0.00101,0.00160,0.00131,316.00000,2956.00000
204119981,220118191,GBPJPY,60,10.00000,0.50000,6.00000,-0.20000,-1.06800,-0.29200,-0.74700,,,,-0.09500,-0.43800,-0.91500,1.14200,0.19500,15989.00000,3869.00000
204120020,110168186,EURUSD,60,7.00000,-0.50000,7.00000,-0.40000,-0.00008,0.00676,0.00162,0.00236,,,0.00159,-0.00039,0.00174,0.00097,0.00194,468.00000,3108.00000
204120030,111513100,EURUSD,15,7.00000,-0.50000,7.00000,-0.30000,0.00061,0.00676,0.00246,0.00129,0.00237,0.00023,-0.00001,0.00042,0.00107,0.00198,0.00272,431.00000,4211.00000
204125169,11012014,EURUSD,60,6.00000,-0.20000,3.00000,-0.10000,0.00343,0.00854,0.00369,0.00122,0.00329,,0.00260,0.00190,0.00266,0.00087,0.00398,652.00000,12712.00000
204127397,11153467,EURUSD,15,6.00000,-0.20000,3.00000,-0.10000,0.00366,0.00861,0.00389,0.00124,0.00378,,0.00193,0.00258,0.00236,0.00067,0.00418,237.00000,12297.00000
204137621,22045560,GBPJPY,240,10.00000,-0.30000,2.00000,0.10000,-0.07900,1.49300,0.25700,-0.62400,-0.09100,-0.68600,-0.00400,-0.48200,-0.54600,1.18600,0.49600,143739.00000,5979.00000
204137623,22042161,GBPJPY,240,10.00000,-0.30000,1.00000,0.00000,0.26900,1.52800,0.26900,-0.53600,-0.17300,-0.74500,0.00200,-0.47600,-0.54000,1.18000,0.50200,143739.00000,5979.00000
204137654,120122468,GBPUSD,60,10.00000,-0.40000,1.00000,0.00000,0.00515,0.01427,0.00515,-0.00306,-0.00172,0.00055,-0.00171,-0.00172,-0.00221,0.00590,0.00586,43755.00000,167895.00000
204137880,220159174,GBPJPY,60,6.00000,-0.20000,1.00000,0.00000,0.61600,2.07400,0.61600,-0.16600,-0.25200,-0.20000,-0.18900,-0.04000,-0.10500,0.83300,0.84900,165123.00000,27363.00000
204137949,910436106,XAUUSD,240,8.00000,-0.40000,6.00000,-0.40000,-2.18000,3.99000,2.20000,-3.53000,,,-4.32000,,,3.17000,3.81000,413.00000,2813.00000
204138352,223038149,GBPJPY,30,10.00000,-0.30000,1.00000,0.00000,-0.23400,1.83900,-0.23400,-1.20200,-0.88100,-1.24800,-0.14300,-0.25200,-0.47100,1.68100,0.00000,137756.00000,
204138366,220112186,GBPJPY,60,2.00000,0.10000,1.00000,0.00000,1.34000,1.56600,1.34000,0.24300,1.17300,0.34600,-0.45000,-0.38800,-0.27500,0.84900,1.57400,26334.00000,117954.00000
204139357,220418158,GBPJPY,240,6.00000,-0.20000,1.00000,0.00000,0.61600,2.07400,0.61600,-0.32100,-0.34000,-0.14400,-0.09900,0.69200,-0.22400,0.83300,0.84900,165123.00000,27363.00000
204140234,22011619,GBPJPY,60,8.00000,-0.40000,7.00000,0.50000,-2.16400,-0.39900,1.22900,-1.03000,-1.18700,-1.03700,-0.11400,-0.19600,0.19800,2.12800,0.39500,402354.00000,11334.00000
204140591,120156886,GBPUSD,60,3.00000,0.20000,7.00000,-0.50000,-0.00911,-0.00743,0.00163,-0.00204,0.00525,-0.00193,-0.00055,-0.00023,-0.00071,0.00971,0.00595,390400.00000,143680.00000
204150206,220159174,GBPJPY,60,6.00000,0.30000,6.00000,-0.50000,-1.25500,-0.62300,-0.35800,-0.63000,-0.81000,-0.33200,-0.04100,0.18700,-0.18100,1.47000,0.21900,41919.00000,7239.00000
204151545,200176156,EURJPY,60,8.00000,-0.50000,10.00000,-0.20000,-0.80000,-0.15700,-0.19000,0.50000,-0.52700,-0.58200,0.29600,0.11900,0.29000,0.80800,0.71800,118337.00000,30857.00000
204151707,913065166,XAUUSD,30,9.00000,-0.50000,7.00000,-0.20000,0.43000,12.12000,4.39000,,,,-3.28000,0.41000,3.24000,5.53000,6.37000,1374.00000,5814.00000
204151863,220111819,GBPJPY,60,4.00000,-0.30000,11.00000,-0.10000,0.05000,0.42200,0.96500,0.53500,0.79200,0.61600,0.24300,0.65500,0.56200,0.09400,1.59500,171.00000,34851.00000
204152005,20153090,EURJPY,15,2.00000,0.10000,1.00000,0.00000,0.87000,0.87600,0.87000,0.48300,0.66900,0.83200,0.02600,-0.01600,-0.07300,0.09900,0.91100,2271.00000,32091.00000
204153130,22042132,GBPJPY,240,10.00000,-0.30000,1.00000,0.00000,0.31900,1.56900,0.31900,-0.50800,-0.37200,-0.42500,0.03400,-0.46700,-0.45700,1.13000,0.55200,143816.00000,6056.00000
204153135,220418158,GBPJPY,240,11.00000,0.30000,6.00000,-0.30000,-1.25400,-0.49800,-0.14200,-0.10000,-0.29400,,-0.40400,-0.26800,-0.47400,1.43100,0.21200,175549.00000,24349.00000
204153571,910143114,XAUUSD,60,9.00000,0.50000,7.00000,-0.50000,-16.55000,-6.66000,-9.89000,-13.29000,-19.41000,-18.79000,-1.89000,-4.67000,-9.02000,16.79000,2.01000,21113.00000,293.00000
204156496,223038149,GBPJPY,30,11.00000,0.40000,7.00000,-0.20000,-1.41800,-0.39600,-0.34000,-0.81500,-0.74000,-0.44300,-0.01700,-0.16600,-0.40000,1.45100,0.09400,135522.00000,702.00000
204156906,120100069,GBPUSD,60,11.00000,-0.40000,1.00000,0.00000,0.00600,0.01395,0.00600,-0.00308,-0.00124,0.00148,0.00020,0.00071,-0.00053,0.00470,0.00619,49926.00000,173346.00000
204158458,220112052,GBPJPY,60,5.00000,-0.20000,3.00000,-0.10000,0.19400,1.13200,2.21400,-0.10400,-0.14400,,-0.23400,0.01700,0.03400,0.74900,2.48800,126003.00000,523563.00000
204160667,113034119,EURUSD,30,8.00000,-0.30000,7.00000,-0.50000,-0.00500,-0.00299,-0.00004,-0.00045,-0.00268,-0.00599,-0.00013,0.00069,0.00111,0.00513,0.00113,60669.00000,5349.00000
204167339,113014167,EURUSD,30,11.00000,-0.40000,11.00000,0.50000,-0.00257,0.00294,-0.00136,-0.00134,-0.00075,-0.00073,-0.00091,-0.00149,-0.00193,0.00251,0.00025,8911.00000,31.00000
204169217,91303683,XAUUSD,30,11.00000,-0.40000,6.00000,-0.40000,-8.93000,4.54000,-3.68000,-16.21000,-23.75000,-16.27000,-14.83000,-25.85000,-24.54000,9.75000,0.00000,1363.00000,
204169913,220154117,GBPJPY,60,10.00000,-0.50000,1.00000,0.00000,0.29700,1.20000,0.29700,-0.15100,-0.97300,-0.63600,-0.27700,-0.32000,-0.15500,1.15200,0.49100,68245.00000,219445.00000
204179907,17017650,USDJPY,60,7.00000,-0.40000,3.00000,-0.10000,0.87800,1.59100,1.84600,-0.22300,-0.29700,0.89000,0.31500,0.31600,0.20500,0.39200,2.16200,44623.00000,390343.00000
204181333,220156108,GBPJPY,60,11.00000,-0.30000,1.00000,0.00000,0.37600,1.20900,0.37600,-0.15400,-0.73600,,-0.18100,-0.03000,-0.40100,1.00300,0.57000,12027.00000,129507.00000
204183117,850443362,NAS100,240,11.00000,-0.50000,6.00000,-0.50000,-198.20000,27.50000,-12.20000,-255.60000,-129.60000,,-323.20000,-253.50000,-216.00000,203.50000,0.00000,13075.00000,
204186799,11151429,EURUSD,15,7.00000,-0.30000,1.00000,0.00000,0.00500,0.01483,0.00500,-0.00020,0.00030,0.00096,0.00023,0.00041,0.00013,0.00148,0.00510,9461.00000,435341.00000
204193018,17018110,USDJPY,60,6.00000,-0.30000,6.00000,-0.50000,-0.27800,0.38900,0.27400,-0.21300,-0.24000,-0.22000,0.18900,0.19000,0.07900,0.29300,0.38200,16566.00000,7986.00000
204193485,223011130,GBPJPY,30,11.00000,0.30000,8.00000,0.50000,-0.05200,0.49600,0.22300,,,,-0.19500,-0.49700,-0.41000,0.68300,0.14200,6295.00000,16375.00000
204197384,120118644,GBPUSD,60,11.00000,-0.50000,6.00000,-0.50000,-0.00360,0.00274,-0.00103,-0.00735,-0.00887,-0.01072,-0.00532,-0.00833,-0.00907,0.00398,0.00032,2042.00000,2.00000
204198876,220167120,GBPJPY,60,11.00000,0.20000,4.00000,0.40000,-0.02900,0.52000,0.18100,,,,-0.04300,-0.32100,-0.38900,0.66000,0.16500,8253.00000,18333.00000
204201403,910143114,XAUUSD,60,9.00000,-0.30000,5.00000,-0.20000,3.45000,17.03000,6.56000,3.57000,,,-0.12000,5.13000,3.05000,3.67000,9.44000,510.00000,8550.00000
204201405,120143281,GBPUSD,60,6.00000,-0.10000,3.00000,-0.10000,0.00351,0.00673,0.00369,,,0.00189,0.00134,-0.00019,0.00230,0.00123,0.00422,6747.00000,13587.00000
204202652,22018200,GBPJPY,60,4.00000,0.20000,6.00000,-0.50000,0.02800,0.97500,0.72300,0.27800,0.63800,-1.64300,-0.14400,-0.31700,-0.68100,1.11300,1.03100,18451.00000,51811.00000
204205530,120112185,GBPUSD,60,5.00000,-0.10000,1.00000,0.00000,0.00609,0.00813,0.00609,0.00533,,,-0.00057,0.00026,0.00005,0.00120,0.00681,1490.00000,27170.00000
204209107,22011095,GBPJPY,60,11.00000,-0.10000,7.00000,-0.50000,-0.74400,-0.28500,-0.41100,-0.56700,,,0.01600,-0.25000,-0.35800,0.81200,0.15200,24747.00000,4227.00000
204215287,22011865,GBPJPY,60,3.00000,0.10000,7.00000,-0.50000,-1.23100,-0.69100,0.84000,0.37400,0.75600,-1.39100,-0.10900,-0.30000,-0.39400,1.23500,1.15000,121134.00000,52374.00000
204218165,20153090,EURJPY,15,5.00000,0.30000,6.00000,0.10000,0.87000,1.03000,1.27700,0.13600,0.62300,1.31900,0.02500,-0.06700,-0.03700,0.26800,0.87700,4705.00000,18385.00000
204218253,220112186,GBPJPY,60,6.00000,-0.30000,1.00000,0.00000,3.54800,6.17400,3.54800,0.33400,1.83800,2.56300,0.24800,-0.35300,-0.37200,0.55400,4.13300,7837.00000,264277.00000
204218275,910142147,XAUUSD,60,7.00000,-0.40000,7.00000,-0.30000,-27.38000,-6.42000,5.12000,-2.80000,-0.20000,5.20000,1.83000,1.60000,1.37000,29.02000,15.01000,116062.00000,101362.00000
204218292,910436106,XAUUSD,240,11.00000,-0.50000,9.00000,-0.50000,-11.05000,8.29000,-2.57000,-10.34000,-15.86000,-17.25000,-15.23000,,-16.46000,11.08000,2.62000,7209.00000,1809.00000
204218557,22011095,GBPJPY,60,6.00000,-0.50000,8.00000,-0.40000,-0.24300,0.08500,0.26300,-1.07500,-1.40100,-1.52200,0.19600,0.23900,-0.28600,0.25600,0.38800,10582.00000,5902.00000
